PAYERGROUPCODE,STATECODE,MONTHUID,ACTIVEMEMBERSHIP,ACTIVEMEMBERSHIP_FORECAST,ACTIVEMEMBERSHIP_FORECAST_LOWER,ACTIVEMEMBERSHIP_FORECAST_UPPER,ACTIVEMEMBERSHIP_FORECAST_MAE,MODEL
Medicaid,DE,2019-02,5612,5610.72941011,5604.273281047,5618.585859513,44.099936171,PROPHET
Medicaid,DE,2019-03,5559,5556.482226844,5548.831778834,5564.078414528,44.099936171,PROPHET
Medicaid,DE,2019-04,5462,5464.578591549,5456.870380697,5472.001892738,44.099936171,PROPHET
Medicaid,DE,2019-05,5409,5409.776906244,5402.01222711,5417.418082546,44.099936171,PROPHET
Medicaid,DE,2019-06,5356,5354.226031084,5346.763187357,5361.367282751,44.099936171,PROPHET
Medicaid,DE,2019-07,5297,5300.467119936,5293.307780179,5307.715761247,44.099936171,PROPHET
Medicaid,DE,2019-08,5259,5253.929442025,5246.842228792,5261.564563623,44.099936171,PROPHET
Medicaid,DE,2019-09,5187,5184.005563439,5176.792050999,5191.209842234,44.099936171,PROPHET
Medicaid,DE,2019-10,5116,5130.354716945,5122.354237634,5137.489060135,44.099936171,PROPHET
Medicaid,DE,2019-11,5086,5074.9155089,5067.241708316,5082.615886868,44.099936171,PROPHET
Medicaid,DE,2019-12,5019,5021.264662406,5013.722585766,5028.121533328,44.099936171,PROPHET
Medicaid,DE,2020-01,,4965.825454361,4955.229425619,4977.212649191,44.099936171,PROPHET
Medicaid,DE,2020-02,,4910.386246317,4883.158117366,4944.056843344,44.099936171,PROPHET
Medicaid,FL,2019-01,2167,1721.085285206,1449.197759081,2006.693181685,274.511785354,PROPHET
Medicaid,FL,2019-02,1586,1634.02315914,1354.595944317,1905.88735643,274.511785354,PROPHET
Medicaid,FL,2019-03,1293,1555.386400107,1280.620982962,1841.665720065,274.511785354,PROPHET
Medicaid,FL,2019-04,1273,1468.324274043,1208.619445659,1746.851502625,274.511785354,PROPHET
Medicaid,FL,2019-05,1253,1384.070603724,1122.156408853,1688.608077336,274.511785354,PROPHET
Medicaid,FL,2019-06,1191,1297.008477757,1010.806808447,1578.12732864,274.511785354,PROPHET
Medicaid,FL,2019-07,1194,1212.754807452,942.928264781,1485.351021857,274.511785354,PROPHET
Medicaid,FL,2019-08,1164,1125.692681485,853.655558687,1415.922047316,274.511785354,PROPHET
Medicaid,FL,2019-09,1159,1038.630555511,758.425296786,1299.542000239,274.511785354,PROPHET
Medicaid,FL,2019-10,1168,954.376885219,681.842033585,1232.927841582,274.511785354,PROPHET
Medicaid,FL,2019-11,1110,867.314759251,586.069187547,1148.353488175,274.511785354,PROPHET
Medicaid,FL,2019-12,484,783.061088959,512.059170794,1044.389355707,274.511785354,PROPHET
Medicaid,FL,2020-01,,695.99896299,400.874311494,966.48266407,274.511785354,PROPHET
Medicaid,FL,2020-02,,608.936837022,323.77463769,891.043613412,274.511785354,PROPHET
Medicaid,GA,2019-01,133,143.472007873,129.786879573,157.37710733,19.952067515,PROPHET
Medicaid,GA,2019-02,130,136.510188695,123.531950463,150.254958534,19.952067515,PROPHET
Medicaid,GA,2019-03,131,130.222094025,117.652308383,143.274911563,19.952067515,PROPHET
Medicaid,GA,2019-04,132,123.260274949,109.853005679,137.186680431,19.952067515,PROPHET
Medicaid,GA,2019-05,128,116.523030715,103.781182867,130.017550481,19.952067515,PROPHET
Medicaid,GA,2019-06,118,109.561211863,97.075920107,122.556868544,19.952067515,PROPHET
Medicaid,GA,2019-07,97,102.82396753,88.855291832,116.082613001,19.952067515,PROPHET
Medicaid,GA,2019-08,90,95.862148136,83.006855338,109.411124532,19.952067515,PROPHET
Medicaid,GA,2019-09,87,88.900328712,75.158050173,102.095272464,19.952067515,PROPHET
Medicaid,GA,2019-10,89,82.163084336,68.695746394,96.043506043,19.952067515,PROPHET
Medicaid,GA,2019-11,92,75.201265147,61.847370256,88.895533357,19.952067515,PROPHET
Medicaid,GA,2019-12,46,68.464020771,55.019440203,82.375685062,19.952067515,PROPHET
Medicaid,GA,2020-01,,61.502201582,47.187670917,74.879654145,19.952067515,PROPHET
Medicaid,GA,2020-02,,54.540382393,41.097613423,68.594941324,19.952067515,PROPHET
Medicaid,HI,2019-01,7,8.100185679,5.992223432,10.280704827,4.546435271,PROPHET
Medicaid,HI,2019-02,7,7.957276225,5.797913356,9.965796347,4.546435271,PROPHET
Medicaid,HI,2019-03,7,7.828196718,5.659806756,9.825284943,4.546435271,PROPHET
Medicaid,HI,2019-04,7,7.685287263,5.681340519,9.917906947,4.546435271,PROPHET
Medicaid,HI,2019-05,9,7.546987791,5.416491558,9.556031767,4.546435271,PROPHET
Medicaid,HI,2019-06,8,7.404078337,5.227362882,9.334323397,4.546435271,PROPHET
Medicaid,HI,2019-07,8,7.265778864,5.158141438,9.199566169,4.546435271,PROPHET
Medicaid,HI,2019-08,10,7.122869409,4.973506808,9.325863656,4.546435271,PROPHET
Medicaid,HI,2019-09,9,6.979959953,4.711023218,8.920313524,4.546435271,PROPHET
Medicaid,HI,2019-10,7,6.84166048,4.718865655,8.703292104,4.546435271,PROPHET
Medicaid,HI,2019-11,6,6.698751024,4.659950403,8.69552963,4.546435271,PROPHET
Medicaid,HI,2019-12,3,6.56045155,4.596635103,8.582980124,4.546435271,PROPHET
Medicaid,HI,2020-01,,6.417542095,4.15860225,8.384159207,4.546435271,PROPHET
Medicaid,HI,2020-02,,6.274632639,4.145488049,8.470898624,4.546435271,PROPHET
Medicaid,IA,2019-01,41,43.506794656,40.142237897,46.875153009,11.775453615,PROPHET
Medicaid,IA,2019-02,40,41.721073442,38.299299408,45.104147583,11.775453615,PROPHET
Medicaid,IA,2019-03,40,40.108163955,36.511105101,43.363904882,11.775453615,PROPHET
Medicaid,IA,2019-04,37,38.322442739,34.793474718,41.635157776,11.775453615,PROPHET
Medicaid,IA,2019-05,39,36.594325434,33.016574015,39.95712589,11.775453615,PROPHET
Medicaid,IA,2019-06,39,34.808604218,31.448492809,38.141177788,11.775453615,PROPHET
Medicaid,IA,2019-07,32,33.080455222,29.761621621,36.569271099,11.775453615,PROPHET
Medicaid,IA,2019-08,34,31.294701255,27.664088389,34.620232608,11.775453615,PROPHET
Medicaid,IA,2019-09,31,29.508947284,25.930933183,32.996485877,11.775453615,PROPHET
Medicaid,IA,2019-10,30,27.780798277,24.311238644,31.350312849,11.775453615,PROPHET
Medicaid,IA,2019-11,26,25.995044303,22.505483266,29.655400767,11.775453615,PROPHET
Medicaid,IA,2019-12,18,24.266895297,20.848250285,27.784054703,11.775453615,PROPHET
Medicaid,IA,2020-01,,22.481141323,18.877043312,26.010612497,11.775453615,PROPHET
Medicaid,IA,2020-02,,20.695387349,17.114393446,24.550280915,11.775453615,PROPHET
Medicaid,ID,2019-01,687,669.87901887,647.845812263,693.199486893,17.229310631,PROPHET
Medicaid,ID,2019-02,687,658.216042303,634.865011864,681.019954687,17.229310631,PROPHET
Medicaid,ID,2019-03,608,647.6817409,624.312615198,671.210805675,17.229310631,PROPHET
Medicaid,ID,2019-04,615,636.022066737,612.348455745,659.363541099,17.229310631,PROPHET
Medicaid,ID,2019-05,613,624.738513984,601.499372774,649.095656954,17.229310631,PROPHET
Medicaid,ID,2019-06,613,613.078842833,590.418629898,637.217206863,17.229310631,PROPHET
Medicaid,ID,2019-07,602,601.795290096,577.522065467,625.007076088,17.229310631,PROPHET
Medicaid,ID,2019-08,607,590.135618947,568.191106127,612.493309158,17.229310631,PROPHET
Medicaid,ID,2019-09,593,578.475947797,554.903974216,602.682187779,17.229310631,PROPHET
Medicaid,ID,2019-10,578,567.192395072,542.024690162,590.146680863,17.229310631,PROPHET
Medicaid,ID,2019-11,554,555.532723924,533.022365831,577.933799377,17.229310631,PROPHET
Medicaid,ID,2019-12,530,544.249171199,522.344366845,566.793317773,17.229310631,PROPHET
Medicaid,ID,2020-01,,532.58950005,510.404146414,556.022846182,17.229310631,PROPHET
Medicaid,ID,2020-02,,520.929828901,498.449706429,545.109541165,17.229310631,PROPHET
Medicaid,IL,2019-01,6479,6573.333987563,6175.444101455,6955.736275187,728.643017093,PROPHET
Medicaid,IL,2019-02,6466,6586.709464011,6203.98684619,6937.746269355,728.643017093,PROPHET
Medicaid,IL,2019-03,6491,6598.790539487,6216.734551535,6991.016408399,728.643017093,PROPHET
Medicaid,IL,2019-04,6527,6612.166015651,6222.928554343,7012.353241843,728.643017093,PROPHET
Medicaid,IL,2019-05,6546,6625.110024649,6241.572239334,7002.621492857,728.643017093,PROPHET
Medicaid,IL,2019-06,6494,6638.485499563,6283.538953219,7020.125785232,728.643017093,PROPHET
Medicaid,IL,2019-07,7066,6651.429507195,6279.268477997,7029.470519119,728.643017093,PROPHET
Medicaid,IL,2019-08,7175,6664.629739096,6270.075815864,7049.521606812,728.643017093,PROPHET
Medicaid,IL,2019-09,7186,6677.621589839,6292.409909911,7063.415509572,728.643017093,PROPHET
Medicaid,IL,2019-10,6562,6690.188569176,6314.243749834,7076.661815916,728.643017093,PROPHET
Medicaid,IL,2019-11,6543,6703.174447825,6345.378382989,7114.303540404,728.643017093,PROPHET
Medicaid,IL,2019-12,6197,6715.741427162,6308.265102306,7105.686561959,728.643017093,PROPHET
Medicaid,IL,2020-01,,6728.72730581,6359.033471928,7109.899435129,728.643017093,PROPHET
Medicaid,IL,2020-02,,6741.713184458,6353.960465026,7126.830492079,728.643017093,PROPHET
Medicaid,IN,2019-01,46,48.646508125,45.761981272,51.663608162,17.040807474,PROPHET
Medicaid,IN,2019-02,47,46.850206772,43.90553339,49.88340795,17.040807474,PROPHET
Medicaid,IN,2019-03,45,45.227741038,42.296422484,48.133310678,17.040807474,PROPHET
Medicaid,IN,2019-04,46,43.431439673,40.443240033,46.255106862,17.040807474,PROPHET
Medicaid,IN,2019-05,46,41.693071963,38.634700587,44.666788893,17.040807474,PROPHET
Medicaid,IN,2019-06,41,39.896758665,36.756030472,42.836971043,17.040807474,PROPHET
Medicaid,IN,2019-07,34,38.158390977,35.074886802,41.055992697,17.040807474,PROPHET
Medicaid,IN,2019-08,35,36.362077684,33.272414596,39.374048608,17.040807474,PROPHET
Medicaid,IN,2019-09,33,34.565764413,31.707627773,37.617605554,17.040807474,PROPHET
Medicaid,IN,2019-10,33,32.827396721,29.696947393,35.758109596,17.040807474,PROPHET
Medicaid,IN,2019-11,34,31.031083439,27.812134654,34.205601961,17.040807474,PROPHET
Medicaid,IN,2019-12,28,29.292715746,26.510261925,32.102247008,17.040807474,PROPHET
Medicaid,IN,2020-01,,27.496402464,24.517956427,30.484858364,17.040807474,PROPHET
Medicaid,IN,2020-02,,25.700089182,22.643753185,28.764532739,17.040807474,PROPHET
Medicaid,KS,2019-01,35,39.326484175,35.965086869,42.511806507,4.916534062,PROPHET
Medicaid,KS,2019-02,36,37.279674563,34.165698062,40.58498606,4.916534062,PROPHET
Medicaid,KS,2019-03,35,35.430943297,32.37757164,38.740091273,4.916534062,PROPHET
Medicaid,KS,2019-04,35,33.384133676,30.235860378,36.302723795,4.916534062,PROPHET
Medicaid,KS,2019-05,34,31.403350171,28.033245957,34.583741269,4.916534062,PROPHET
Medicaid,KS,2019-06,33,29.35654054,26.111574227,32.66518186,4.916534062,PROPHET
Medicaid,KS,2019-07,28,27.375728615,24.292285956,30.722187952,4.916534062,PROPHET
Medicaid,KS,2019-08,27,25.328889615,21.954803402,28.343662167,4.916534062,PROPHET
Medicaid,KS,2019-09,23,23.281837523,20.066024453,26.371093595,4.916534062,PROPHET
Medicaid,KS,2019-10,22,21.300819363,18.257318361,24.540943922,4.916534062,PROPHET
Medicaid,KS,2019-11,20,19.253767265,15.999182211,22.529919358,4.916534062,PROPHET
Medicaid,KS,2019-12,12,17.272749105,14.213146035,20.627313805,4.916534062,PROPHET
Medicaid,KS,2020-01,,15.225697007,12.045582649,18.392680634,4.916534062,PROPHET
Medicaid,KS,2020-02,,13.178644908,9.909017561,16.165232088,4.916534062,PROPHET
Medicaid,KY,2019-01,48,49.853615611,46.78587142,52.769687452,3.8380387,PROPHET
Medicaid,KY,2019-02,48,47.366002337,44.256413259,50.387886554,3.8380387,PROPHET
Medicaid,KY,2019-03,43,45.11912583,42.292673398,48.213244375,3.8380387,PROPHET
Medicaid,KY,2019-04,43,42.631512554,39.724220524,45.526795998,3.8380387,PROPHET
Medicaid,KY,2019-05,42,40.224144857,37.098283151,43.236002891,3.8380387,PROPHET
Medicaid,KY,2019-06,42,37.736525594,34.642165947,40.811885397,3.8380387,PROPHET
Medicaid,KY,2019-07,35,35.329152095,32.232039156,38.253105601,3.8380387,PROPHET
Medicaid,KY,2019-08,31,32.841532809,29.917466318,35.865702904,3.8380387,PROPHET
Medicaid,KY,2019-09,29,30.353913518,27.544878513,33.539156958,3.8380387,PROPHET
Medicaid,KY,2019-10,29,27.946540006,24.816408606,31.020204572,3.8380387,PROPHET
Medicaid,KY,2019-11,29,25.458920711,22.626319706,28.4523891,3.8380387,PROPHET
Medicaid,KY,2019-12,19,23.051547199,19.999155817,26.158205312,3.8380387,PROPHET
Medicaid,KY,2020-01,,20.563927903,17.808052163,23.58044197,3.8380387,PROPHET
Medicaid,KY,2020-02,,18.076308607,15.006259769,21.005418848,3.8380387,PROPHET
Medicaid,LA,2019-01,53,55.955088957,52.685463619,58.927469574,4.731488413,PROPHET
Medicaid,LA,2019-02,52,53.554260591,50.407197882,56.842928456,4.731488413,PROPHET
Medicaid,LA,2019-03,52,51.385770459,48.187801203,54.747679862,4.731488413,PROPHET
Medicaid,LA,2019-04,50,48.984942093,45.843147332,52.186566294,4.731488413,PROPHET
Medicaid,LA,2019-05,49,46.661559803,43.578058265,49.805606078,4.731488413,PROPHET
Medicaid,LA,2019-06,45,44.260731299,40.960601338,47.554891338,4.731488413,PROPHET
Medicaid,LA,2019-07,44,41.937348868,38.793545509,45.313833141,4.731488413,PROPHET
Medicaid,LA,2019-08,40,39.5365202,36.479845393,42.846737843,4.731488413,PROPHET
Medicaid,LA,2019-09,36,37.135691526,33.838074368,40.256796567,4.731488413,PROPHET
Medicaid,LA,2019-10,36,34.81230894,31.523558662,38.182559574,4.731488413,PROPHET
Medicaid,LA,2019-11,36,32.411480267,29.337301572,35.726737846,4.731488413,PROPHET
Medicaid,LA,2019-12,24,30.088097681,27.043873019,33.583612454,4.731488413,PROPHET
Medicaid,LA,2020-01,,27.687269008,24.492379943,30.946978089,4.731488413,PROPHET
Medicaid,LA,2020-02,,25.286440335,21.949452092,28.477604179,4.731488413,PROPHET
Medicaid,MA,2019-01,943,895.429056819,799.077425186,999.811022764,129.786246896,PROPHET
Medicaid,MA,2019-02,914,853.242009102,753.507416809,954.986764188,129.786246896,PROPHET
Medicaid,MA,2019-03,965,815.137578936,716.98273495,914.438676428,129.786246896,PROPHET
Medicaid,MA,2019-04,689,772.950531316,667.98482213,868.133600027,129.786246896,PROPHET
Medicaid,MA,2019-05,631,732.124356166,629.069701764,833.791784276,129.786246896,PROPHET
Medicaid,MA,2019-06,586,689.937308554,587.547236928,791.890376241,129.786246896,PROPHET
Medicaid,MA,2019-07,563,649.111133577,548.245783746,758.985055638,129.786246896,PROPHET
Medicaid,MA,2019-08,571,606.924182019,509.924396853,704.302069772,129.786246896,PROPHET
Medicaid,MA,2019-09,563,564.737230532,464.360139489,666.134218665,129.786246896,PROPHET
Medicaid,MA,2019-10,555,523.911148438,426.081347565,621.943513645,129.786246896,PROPHET
Medicaid,MA,2019-11,537,481.724196942,377.136293156,580.934626574,129.786246896,PROPHET
Medicaid,MA,2019-12,510,440.898114848,338.476773461,538.198866916,129.786246896,PROPHET
Medicaid,MA,2020-01,,398.711163351,310.179513789,504.45230894,129.786246896,PROPHET
Medicaid,MA,2020-02,,356.524211855,250.445365652,463.442597244,129.786246896,PROPHET
Medicaid,MD,2019-01,44,48.236863746,44.117358775,52.500213263,4.671147339,PROPHET
Medicaid,MD,2019-02,45,47.772529886,43.318868678,51.794907454,4.671147339,PROPHET
Medicaid,MD,2019-03,47,47.353131555,42.740113963,51.265530873,4.671147339,PROPHET
Medicaid,MD,2019-04,48,46.888797671,42.613252451,51.342334716,4.671147339,PROPHET
Medicaid,MD,2019-05,48,46.439442291,41.987249122,50.784923134,4.671147339,PROPHET
Medicaid,MD,2019-06,50,45.975108403,41.643200149,50.383704515,4.671147339,PROPHET
Medicaid,MD,2019-07,48,45.525753011,41.277392003,49.608546603,4.671147339,PROPHET
Medicaid,MD,2019-08,48,45.061366623,40.991052171,49.264996594,4.671147339,PROPHET
Medicaid,MD,2019-09,47,44.596980177,40.206196257,48.821622225,4.671147339,PROPHET
Medicaid,MD,2019-10,45,44.147573923,39.786373826,48.276369175,4.671147339,PROPHET
Medicaid,MD,2019-11,44,43.68318746,39.441481083,48.043324119,4.671147339,PROPHET
Medicaid,MD,2019-12,35,43.233781205,39.207309313,47.517732351,4.671147339,PROPHET
Medicaid,MD,2020-01,,42.769394742,38.29605541,47.216074098,4.671147339,PROPHET
Medicaid,MD,2020-02,,42.305008279,38.06678439,46.693459562,4.671147339,PROPHET
Medicaid,ME,2019-01,500,499.409972491,496.432180754,502.339193741,40.291877325,PROPHET
Medicaid,ME,2019-02,487,487.416366338,484.58370948,490.403909724,40.291877325,PROPHET
Medicaid,ME,2019-03,478,476.58343176,473.604922902,479.414700815,40.291877325,PROPHET
Medicaid,ME,2019-04,463,464.589825634,461.584438752,467.775701871,40.291877325,PROPHET
Medicaid,ME,2019-05,459,460.159950922,457.102990384,463.047931709,40.291877325,PROPHET
Medicaid,ME,2019-06,460,459.86731241,456.739322818,462.817654508,40.291877325,PROPHET
Medicaid,ME,2019-07,461,459.584326808,456.602599933,462.620468641,40.291877325,PROPHET
Medicaid,ME,2019-08,456,459.291908368,456.419463888,462.062950489,40.291877325,PROPHET
Medicaid,ME,2019-09,464,458.99948993,456.045411202,461.937944287,40.291877325,PROPHET
Medicaid,ME,2019-10,446,449.290453566,446.543668049,452.033944916,40.291877325,PROPHET
Medicaid,ME,2019-11,442,439.257782657,436.529546433,442.153567711,40.291877325,PROPHET
Medicaid,ME,2019-12,428,429.548746293,426.705031551,432.486476358,40.291877325,PROPHET
Medicaid,ME,2020-01,,419.516075384,416.042710753,423.079879845,40.291877325,PROPHET
Medicaid,ME,2020-02,,409.483404474,404.223906435,415.967280257,40.291877325,PROPHET
Medicaid,MI,2019-01,29621,34351.553730924,25571.219939966,42320.230905396,8035.183340802,PROPHET
Medicaid,MI,2019-02,29737,30742.114762953,22139.707418499,39142.991794465,8035.183340802,PROPHET
Medicaid,MI,2019-03,28987,27481.976338869,19387.42257572,36254.254884153,8035.183340802,PROPHET
Medicaid,MI,2019-04,28559,23872.537374682,15623.789257468,32185.630812386,8035.183340802,PROPHET
Medicaid,MI,2019-05,28244,20379.531925364,11972.936072739,28068.756163208,8035.183340802,PROPHET
Medicaid,MI,2019-06,28093,16770.092968757,8746.942431841,25616.217289945,8035.183340802,PROPHET
Medicaid,MI,2019-07,1139,13277.087534915,4603.704265164,21196.238359168,8035.183340802,PROPHET
Medicaid,MI,2019-08,1105,9667.648581832,1340.009781811,17945.642599306,8035.183340802,PROPHET
Medicaid,MI,2019-09,1062,6058.209626536,-2301.09976501,14200.974438128,8035.183340802,PROPHET
Medicaid,MI,2019-10,1049,2565.204184083,-5767.032183285,10939.884403265,8035.183340802,PROPHET
Medicaid,MI,2019-11,1020,-1044.234773119,-9491.266759049,6622.876970186,8035.183340802,PROPHET
Medicaid,MI,2019-12,985,-4537.240215572,-12564.170384817,3570.435990423,8035.183340802,PROPHET
Medicaid,MI,2020-01,,-8146.679172774,-15999.02868373,122.116547933,8035.183340802,PROPHET
Medicaid,MI,2020-02,,-11756.118129976,-19817.757694274,-2925.60023674,8035.183340802,PROPHET
Medicaid,MN,2019-01,56,57.367889094,56.327411604,58.473813788,1.06384775,PROPHET
Medicaid,MN,2019-02,57,56.498829972,55.403956682,57.534990503,1.06384775,PROPHET
Medicaid,MN,2019-03,56,55.713873346,54.641534907,56.815979208,1.06384775,PROPHET
Medicaid,MN,2019-04,56,54.843886926,53.773645026,55.888044838,1.06384775,PROPHET
Medicaid,MN,2019-05,53,53.996974822,52.918712086,55.109813232,1.06384775,PROPHET
Medicaid,MN,2019-06,54,53.121809622,52.080149521,54.163003138,1.06384775,PROPHET
Medicaid,MN,2019-07,52,52.173294063,51.065888052,53.240879115,1.06384775,PROPHET
Medicaid,MN,2019-08,51,51.192984359,50.127869802,52.291097816,1.06384775,PROPHET
Medicaid,MN,2019-09,50,50.212674653,49.148272956,51.254466771,1.06384775,PROPHET
Medicaid,MN,2019-10,50,49.263104052,48.171146327,50.247667384,1.06384775,PROPHET
Medicaid,MN,2019-11,49,48.281881097,47.225604032,49.311548071,1.06384775,PROPHET
Medicaid,MN,2019-12,46,47.332310496,46.288774898,48.334461617,1.06384775,PROPHET
Medicaid,MN,2020-01,,46.351087541,45.291098704,47.404040331,1.06384775,PROPHET
Medicaid,MN,2020-02,,45.369864586,44.238942669,46.459357213,1.06384775,PROPHET
Medicaid,MO,2019-01,541,543.314218758,538.94297805,547.901503423,15.780513678,PROPHET
Medicaid,MO,2019-02,522,521.752568341,517.505810375,526.346251805,15.780513678,PROPHET
Medicaid,MO,2019-03,506,502.277529328,497.952925018,506.723396441,15.780513678,PROPHET
Medicaid,MO,2019-04,482,480.705436032,476.25833704,485.248624372,15.780513678,PROPHET
Medicaid,MO,2019-05,459,459.829215186,455.604063158,464.220691856,15.780513678,PROPHET
Medicaid,MO,2019-06,437,438.257120833,433.865649344,442.658067169,15.780513678,PROPHET
Medicaid,MO,2019-07,410,417.38101328,413.283568023,421.944131734,15.780513678,PROPHET
Medicaid,MO,2019-08,401,395.821030759,391.409897941,400.299266353,15.780513678,PROPHET
Medicaid,MO,2019-09,376,374.253748288,369.748074464,378.633258822,15.780513678,PROPHET
Medicaid,MO,2019-10,344,344.195550238,339.675989713,348.432316985,15.780513678,PROPHET
Medicaid,MO,2019-11,317,313.135412254,308.720415131,317.295831162,15.780513678,PROPHET
Medicaid,MO,2019-12,279,283.077214204,278.692447248,287.146870611,15.780513678,PROPHET
Medicaid,MO,2020-01,,252.017076219,247.741549675,256.573842575,15.780513678,PROPHET
Medicaid,MO,2020-02,,220.956938235,216.204869997,225.969624587,15.780513678,PROPHET
Medicaid,MS,2019-01,562,562.84290041,-276.368705449,1297.811902408,1439.760719265,PROPHET
Medicaid,MS,2019-02,651,635.188409552,-163.204955171,1438.12721751,1439.760719265,PROPHET
Medicaid,MS,2019-03,777,700.532740382,-76.620488621,1511.653432671,1439.760719265,PROPHET
Medicaid,MS,2019-04,864,772.878249539,3.73282893,1620.698102889,1439.760719265,PROPHET
Medicaid,MS,2019-05,859,842.890032579,33.306015322,1686.822334208,1439.760719265,PROPHET
Medicaid,MS,2019-06,151,915.235541772,105.606109922,1740.612410507,1439.760719265,PROPHET
Medicaid,MS,2019-07,1083,985.247324841,165.05480815,1778.469369581,1439.760719265,PROPHET
Medicaid,MS,2019-08,1176,1057.592834046,262.157221098,1847.690529239,1439.760719265,PROPHET
Medicaid,MS,2019-09,1239,1129.938343272,306.473358898,1917.152578136,1439.760719265,PROPHET
Medicaid,MS,2019-10,1239,1199.950126404,427.944816776,2012.983586062,1439.760719265,PROPHET
Medicaid,MS,2019-11,2814,1272.295635641,473.238317169,2047.071662699,1439.760719265,PROPHET
Medicaid,MS,2019-12,7,1342.307418774,497.578903057,2169.45128458,1439.760719265,PROPHET
Medicaid,MS,2020-01,,1414.65292801,614.127390039,2261.000868625,1439.760719265,PROPHET
Medicaid,MS,2020-02,,1486.998437247,706.787959815,2322.669627825,1439.760719265,PROPHET
Medicaid,MT,2019-01,444,443.850891727,443.132550937,444.590179982,11.582248059,PROPHET
Medicaid,MT,2019-02,436,436.149081681,435.480705462,436.879969997,11.582248059,PROPHET
Medicaid,MT,2019-03,439,439.298054304,438.544623755,439.999377052,11.582248059,PROPHET
Medicaid,MT,2019-04,447,446.701939795,446.06955386,447.488760956,11.582248059,PROPHET
Medicaid,MT,2019-05,448,447.701954908,446.989061901,448.367187685,11.582248059,PROPHET
Medicaid,MT,2019-06,446,446.606045312,445.938308197,447.287456128,11.582248059,PROPHET
Medicaid,MT,2019-07,449,448.489198754,447.77693944,449.221741639,11.582248059,PROPHET
Medicaid,MT,2019-08,448,448.107554945,447.393102728,448.827086611,11.582248059,PROPHET
Medicaid,MT,2019-09,447,447.725911135,446.925855428,448.403126387,11.582248059,PROPHET
Medicaid,MT,2019-10,451,449.735516683,449.058811562,450.478299057,11.582248059,PROPHET
Medicaid,MT,2019-11,451,451.812109082,451.042480545,452.534408466,11.582248059,PROPHET
Medicaid,MT,2019-12,454,453.82171463,453.125507962,454.557461006,11.582248059,PROPHET
Medicaid,MT,2020-01,,455.898307029,453.957378734,458.061193374,11.582248059,PROPHET
Medicaid,MT,2020-02,,457.974899429,450.508468791,465.649192544,11.582248059,PROPHET
Medicaid,NC,2019-01,68,69.488661049,66.148629372,72.778834582,4.074245635,PROPHET
Medicaid,NC,2019-02,65,66.046218377,62.603622422,69.41121714,4.074245635,PROPHET
Medicaid,NC,2019-03,64,62.936915321,59.654988807,66.053757699,4.074245635,PROPHET
Medicaid,NC,2019-04,63,59.494472648,56.274319789,62.9286462,4.074245635,PROPHET
Medicaid,NC,2019-05,57,56.163076513,52.909378227,59.553645622,4.074245635,PROPHET
Medicaid,NC,2019-06,57,52.720633841,49.631452505,56.205022013,4.074245635,PROPHET
Medicaid,NC,2019-07,45,49.389237703,45.897357087,52.541295456,4.074245635,PROPHET
Medicaid,NC,2019-08,43,45.946795041,42.813478529,49.289932088,4.074245635,PROPHET
Medicaid,NC,2019-09,40,42.504458062,39.22002186,45.767213643,4.074245635,PROPHET
Medicaid,NC,2019-10,38,39.173174309,36.07994438,42.353737327,4.074245635,PROPHET
Medicaid,NC,2019-11,37,35.730847764,32.449570509,38.725056682,4.074245635,PROPHET
Medicaid,NC,2019-12,35,32.399564011,29.149438065,35.856206531,4.074245635,PROPHET
Medicaid,NC,2020-01,,28.957237467,25.864713383,32.330146653,4.074245635,PROPHET
Medicaid,NC,2020-02,,25.514910922,22.268581679,28.74197821,4.074245635,PROPHET
Medicaid,ND,2019-01,8,7.958377051,6.879953799,9.048664471,1.636233462,PROPHET
Medicaid,ND,2019-02,8,7.485116644,6.520983852,8.498971298,1.636233462,PROPHET
Medicaid,ND,2019-03,8,7.057655631,6.042011172,8.171702182,1.636233462,PROPHET
Medicaid,ND,2019-04,7,6.584395223,5.505966032,7.601932161,1.636233462,PROPHET
Medicaid,ND,2019-05,6,6.12640128,5.094465231,7.204356355,1.636233462,PROPHET
Medicaid,ND,2019-06,4,5.653140873,4.567305528,6.62384302,1.636233462,PROPHET
Medicaid,ND,2019-07,4,5.195146931,4.124359963,6.268476743,1.636233462,PROPHET
Medicaid,ND,2019-08,4,4.721886524,3.720182263,5.764928955,1.636233462,PROPHET
Medicaid,ND,2019-09,4,4.248626227,3.222626278,5.26257397,1.636233462,PROPHET
Medicaid,ND,2019-10,5,3.79063239,2.684825365,4.803063749,1.636233462,PROPHET
Medicaid,ND,2019-11,4,3.317372093,2.302634469,4.413043514,1.636233462,PROPHET
Medicaid,ND,2019-12,3,2.859378256,1.763587636,3.91723357,1.636233462,PROPHET
Medicaid,ND,2020-01,,2.386117959,1.37920497,3.476998685,1.636233462,PROPHET
Medicaid,ND,2020-02,,1.912857661,0.8656051741,2.863811742,1.636233462,PROPHET
Medicaid,NE,2019-01,20,21.825916565,18.873598356,24.79468228,4.534303809,PROPHET
Medicaid,NE,2019-02,20,20.632438231,17.891773392,23.421182909,4.534303809,PROPHET
Medicaid,NE,2019-03,18,19.5544578,16.792332781,22.415679358,4.534303809,PROPHET
