MONTHS,PROVIDERNAME,SPECIALITY,STATE,IP_INDICATOR,LOB,PRICEPM,MEMBER_COUNT
2019-11,Family Care Southwest PC,Clinic/Center,CO,O,Commercial,327.13,4
2019-11,Family Centered Medicine LLC,Clinic/Center,KS,O,Commercial,354.02,2
2019-11,Family Health,Clinic/Center,OH,O,Commercial,290.04,1
2019-11,Family Health Care,Clinic/Center,MI,O,Commercial,1710.10,14
2019-11,Family Health Care,Clinic/Center,MI,O,Medicare,1838.05,6
2019-11,Family Health Care Clinic Tylertown,Clinic/Center,MS,O,Commercial,444.89,1
2019-11,Family Health Center,Clinic/Center,SC,O,Commercial,0.00,2
2019-11,Family Health Center of Harlem,Clinic/Center,NY,O,Commercial,7667.79,32
2019-11,Family Health Center of Harlem,Clinic/Center,NY,O,Medicare,34939.69,118
2019-11,Family Health Clinic of Carroll County,Clinic/Center,IN,O,Medicare,248.35,3
2019-11,"Family Healthcare of Wytheville, PC",Clinic/Center,VA,O,Commercial,84.19,1
2019-11,Family Medical of Milledgeville,Clinic/Center,GA,O,Medicare,1063.56,11
2019-11,Family Medicine Assocs of Pine Bluff,Clinic/Center,AR,O,Commercial,787.53,7
2019-11,"Family Medicine Center of The Bitteroot, PC",Clinic/Center,MT,O,Commercial,108.00,2
2019-11,Family Medicine Nyc PC,Clinic/Center,NY,O,Commercial,542.41,2
2019-11,Family Practice Assoc. of Sullivan Cty.,Clinic/Center,IN,O,Commercial,102.50,1
2019-11,Family Urgent Care Yukon LLC,Clinic/Center,OK,O,Commercial,1246.92,11
2019-11,Fayette Chiropractic Clinic,Clinic/Center,IA,O,Medicare,119.62,1
2019-11,Felicidad Medical Center LLC,Clinic/Center,FL,O,Medicare,0.00,1
2019-11,Fillmore Family Medical Group,Clinic/Center,CA,O,Medicare,30.84,1
2019-11,First Family Medicine,Clinic/Center,TX,O,Commercial,27.86,1
2019-11,Five Rivers Family Health Center,Clinic/Center,OH,O,Commercial,191.75,2
2019-11,Florida Parishes Human Services Athrty.,Clinic/Center,LA,O,Medicare,457.44,5
2019-11,Forefront Adult and Pediatric Care,Clinic/Center,IL,O,Commercial,261.63,2
2019-11,Forest Family Care Inc.,Clinic/Center,VA,O,Commercial,796.73,5
2019-11,Forest Medical Care,Clinic/Center,TX,O,Commercial,5657.85,6
2019-11,Francis Nelson Health Center,Clinic/Center,IL,O,Commercial,303.30,4
2019-11,Francis Nelson Health Center,Clinic/Center,IL,O,Medicare,580.34,5
2019-11,Franklin Primary Care LLC,Clinic/Center,NY,O,Commercial,605.66,1
2019-11,Fredericksburg Family Health Clinic PLLC,Clinic/Center,IA,O,Medicare,263.86,3
2019-11,Friends and Family Medical Associates LLC,Clinic/Center,FL,O,Commercial,69.67,1
2019-11,Frisco Urgent Care,Clinic/Center,TX,O,Commercial,365.41,1
2019-11,Frontera Healthcare-Brady Clinic,Clinic/Center,TX,O,Medicare,98.38,1
2019-11,Ft. Edward-Kingsbury Health Center,Clinic/Center,NY,O,Commercial,129.76,1
2019-11,Ft. Pierce Family Care Inc.,Clinic/Center,FL,O,Commercial,520.22,1
2019-11,Gardner Health Center,Clinic/Center,CA,O,Commercial,78.92,1
2019-11,Gateway Zapata Clinic,Clinic/Center,TX,O,Medicaid,250.43,5
2019-11,Gateway Zapata Clinic,Clinic/Center,TX,O,Medicare,17711.52,136
2019-11,Genesis Community Health,Clinic/Center,FL,O,Medicare,61.90,1
2019-11,George Z Farion MD Pa,Clinic/Center,NJ,O,Commercial,315.57,3
2019-11,Georgetown Pediatrics,Clinic/Center,OH,O,Medicare,51.58,1
2019-11,Georgetown Pediatrics-Family Practice,Clinic/Center,OH,O,Medicare,968.63,8
2019-11,Global Health Care For Adults LLC,Clinic/Center,FL,O,Commercial,388.15,2
2019-11,Global Medical Care Associates PLLC,Clinic/Center,NY,O,Commercial,459.19,1
2019-11,Goldome Healthcare Inc.,Clinic/Center,CA,O,Medicare,58.45,1
2019-11,Good Neighbor Community Health Center,Clinic/Center,NE,O,Commercial,375.18,2
2019-11,Good Neighbor Community Health Center,Clinic/Center,NE,O,Medicare,440.36,6
2019-11,Gopal K. Sinha MD Pa,Clinic/Center,NJ,O,Medicare,2138.46,2
2019-11,Governors Family Practice P.A,Clinic/Center,DE,O,Medicaid,62.95,1
2019-11,Grace Family Medicine Plc.,Clinic/Center,VA,O,Commercial,77.62,1
2019-11,Grayson County Health Clinic,Clinic/Center,TX,O,Medicare,281.76,1
2019-11,Great LKS Bay Health Centers Shiawassee,Clinic/Center,MI,O,Commercial,161.78,2
2019-11,Great LKS Bay Health Centers Shiawassee,Clinic/Center,MI,O,Medicare,250.22,2
2019-11,Great Lakes Bay Health Centers,Clinic/Center,MI,O,Medicare,362.50,3
2019-11,Great Lakes Bay Health Centers Tuscola County,Clinic/Center,MI,O,Medicare,369.84,2
2019-11,Great Lakes Bay-Migrant Mobile Medical,Clinic/Center,MI,O,Commercial,601.12,8
2019-11,Great Lakes Bay-Migrant Mobile Medical,Clinic/Center,MI,O,Medicare,46.12,1
2019-11,Great Lakes Health LLC,Clinic/Center,MI,O,Commercial,357.32,1
2019-11,Greater Greenville Family Health LLC,Clinic/Center,SC,O,Commercial,531.78,2
2019-11,Greater Lawrence Family Health Ctr-West,Clinic/Center,MA,O,Commercial,140.94,1
2019-11,Greater Texoma Health Clinic,Clinic/Center,TX,O,Medicare,275.12,1
2019-11,Growing Healthy Together,Clinic/Center,CA,O,Commercial,474.32,3
2019-11,Gulf Family Practice II,Clinic/Center,WV,O,Medicare,386.75,4
2019-11,Gundersen Palmer Luth. Hosp. & Clin -Postville,Clinic/Center,IA,O,Medicare,1689.54,13
2019-11,Gundersen Palmer Luth. Hosp. & Clin-West Union,Clinic/Center,IA,O,Medicare,1835.88,20
2019-11,Gundersen Palmer Luth. Hosp. & Clinics-Fayette,Clinic/Center,IA,O,Medicare,797.56,6
2019-11,Gunnison Valley Family Physicians,Clinic/Center,CO,O,Commercial,3661.05,5
2019-11,Gutierrez Medical Center,Clinic/Center,FL,O,Commercial,373.27,1
2019-11,Gwinnett Center Medical Associates PC,Clinic/Center,GA,O,Commercial,23.82,1
2019-11,H. S Bedi MD,Clinic/Center,NJ,O,Commercial,4.99,1
2019-11,Hagerman Family Physicians Inc.,Clinic/Center,OH,O,Commercial,172.75,1
2019-11,Happy and Healthy Pediatrics PC,Clinic/Center,NY,O,Commercial,834.18,4
2019-11,Harding Medical Center,Clinic/Center,TN,O,Commercial,136.53,1
2019-11,Harding Medical Center,Clinic/Center,TN,O,Medicare,220.02,1
2019-11,Harlem East Life Plan,Clinic/Center,NY,O,Commercial,788.44,2
2019-11,Harlem East Life Plan,Clinic/Center,NY,O,Medicare,31748.20,35
2019-11,Harmony Integrative Medicine Clinics PLLC,Clinic/Center,TX,O,Commercial,125.29,1
2019-11,Harmony Park Family Medicine PLLC,Clinic/Center,AR,O,Commercial,589.98,4
2019-11,Harrison Family Medicine,Clinic/Center,OR,O,Commercial,131.41,1
2019-11,Harrisonburg Family Practice Associates PC,Clinic/Center,VA,O,Commercial,5503.92,27
2019-11,Harrisonburg Family Practice Associates PC,Clinic/Center,VA,O,Medicare,492.48,6
2019-11,"Harry Collins, MD LLC",Clinic/Center,NJ,O,Commercial,357.23,3
2019-11,Haskell Towne Medical,Clinic/Center,NJ,O,Commercial,1046.28,9
2019-11,Hawaiian Gardens Medical and Mental Health Services,Clinic/Center,CA,O,Medicare,38.20,1
2019-11,Hazel Crest Community Health Center,Clinic/Center,IL,O,Medicare,1451.37,12
2019-11,Hazel Crest Womens Health Center,Clinic/Center,IL,O,Medicare,250.54,4
2019-11,Head To Toe Family Healthcare,Clinic/Center,TX,O,Commercial,27.33,1
2019-11,Health Care Partners of Sc-Main St.,Clinic/Center,SC,O,Medicare,155.04,2
2019-11,Health Center 2,Clinic/Center,CA,O,Medicare,51.42,1
2019-11,Health Center 3,Clinic/Center,CA,O,Medicare,7.60,1
2019-11,Health Center at Academy-South,Clinic/Center,CO,O,Medicare,0.00,4
2019-11,Health First Medical Associates LLC,Clinic/Center,NJ,O,Commercial,732.11,4
2019-11,Health First Medical Associates LLC,Clinic/Center,NJ,O,Medicare,102.04,1
2019-11,Health Services of North Texas Inc.,Clinic/Center,TX,O,Commercial,307.44,2
2019-11,Health Services of North Texas Inc.,Clinic/Center,TX,O,Medicare,686.41,6
2019-11,Health Trust Physicians Clinic,Clinic/Center,IA,O,Medicare,3504.34,44
2019-11,Health Works,Clinic/Center,WY,O,Commercial,73.64,1
2019-11,Health and Healing Pediatric Clinic,Clinic/Center,TX,O,Commercial,137.22,1
2019-11,Healthcare Stat. LLC,Clinic/Center,OK,O,Commercial,1047.88,4
2019-11,Healthnet Southwest Health-Dental Center,Clinic/Center,IN,O,Commercial,125.22,1
2019-11,Healthpoint Bryan-College Station,Clinic/Center,TX,O,Medicaid,1051.41,11
2019-11,Healthpoint Bryan-College Station,Clinic/Center,TX,O,Medicare,2191.51,18
2019-11,Healthpoint-Caldwell,Clinic/Center,TX,O,Commercial,378.13,3
2019-11,Healthpoint-Caldwell,Clinic/Center,TX,O,Medicaid,146.68,1
2019-11,Healthpoint-Caldwell,Clinic/Center,TX,O,Medicare,4335.72,23
2019-11,Healthpoint-Hearne,Clinic/Center,TX,O,Medicaid,0.00,2
2019-11,Healthpoint-Hearne,Clinic/Center,TX,O,Medicare,4638.11,26
2019-11,Healthpoint-Somerville,Clinic/Center,TX,O,Medicare,524.56,2
2019-11,Healthright 360,Clinic/Center,CA,O,Medicare,175.66,1
2019-11,Healthworks For Northern VA-Leesburg,Clinic/Center,VA,O,Commercial,141.69,1
2019-11,Healthworks For Northern VA-Leesburg,Clinic/Center,VA,O,Medicare,1973.85,11
2019-11,Healthy Life Family Medicine Plc.,Clinic/Center,AZ,O,Commercial,101.94,1
2019-11,Healthy Steps Pediatrics LLC,Clinic/Center,GA,O,Commercial,52.26,1
2019-11,Heart City Health Center,Clinic/Center,IN,O,Medicare,3160.74,18
2019-11,Heartland Alliance,Clinic/Center,IL,O,Commercial,162.46,3
2019-11,Heartland Alliance,Clinic/Center,IL,O,Medicare,2579.11,29
2019-11,Heartland Health Center Wilson,Clinic/Center,IL,O,Commercial,2697.30,19
2019-11,Heartland Health Center Wilson,Clinic/Center,IL,O,Medicare,344.36,5
2019-11,Heartland Health Center-Albany Park,Clinic/Center,IL,O,Commercial,249.58,2
2019-11,Heartland Health Center-Albany Park,Clinic/Center,IL,O,Medicare,939.24,5
2019-11,Heartland Health Center-Lincoln Square,Clinic/Center,IL,O,Commercial,492.00,3
2019-11,Heartland Health Center-Lincoln Square,Clinic/Center,IL,O,Medicare,595.08,8
2019-11,Heath Springs Medical Center,Clinic/Center,SC,O,Commercial,582.36,1
2019-11,Heber Springs Clinic,Clinic/Center,AR,O,Commercial,258.42,1
2019-11,Helena Family Health Center,Clinic/Center,AR,O,Commercial,199.11,1
2019-11,Henrietta Johnson Medical Ctr-Eastside,Clinic/Center,DE,O,Medicaid,0.00,6
2019-11,Henrietta Johnson Medical Ctr-Eastside,Clinic/Center,DE,O,Medicare,0.00,4
2019-11,Henry J. Austin Health Center,Clinic/Center,NJ,O,Medicare,185.02,1
2019-11,Hershey Pediatric Center,Clinic/Center,PA,O,Commercial,542.71,2
2019-11,Hidalgo Medical Svcs-Animas Valley,Clinic/Center,NM,O,Medicare,,1
2019-11,Highland Village Primary Care P.A.,Clinic/Center,TX,O,Commercial,120.38,1
2019-11,Hillside Health Center,Clinic/Center,CA,O,Commercial,1712.65,9
2019-11,Hillside Health Center,Clinic/Center,CA,O,Medicare,9989.55,130
2019-11,Hilo Family Health Center,Clinic/Center,HI,O,Medicare,114.69,1
2019-11,Hipp Medical Services Inc. PC,Clinic/Center,NV,O,Commercial,96.44,1
2019-11,Hispanic American Pediatric Associates,Clinic/Center,VA,O,Medicare,1165.53,4
2019-11,Hoag Clinic,Clinic/Center,CA,O,Commercial,1383.23,6
2019-11,Holbrook Internal Medicine PC,Clinic/Center,NY,O,Commercial,298.01,2
2019-11,Hometown Pediatrics of Joplin,Clinic/Center,MO,O,Commercial,572.54,4
2019-11,Hope Health Kingstree,Clinic/Center,SC,O,Medicare,557.35,4
2019-11,Hope Primary & Urgent Care PLLC,Clinic/Center,KY,O,Medicare,278.52,1
2019-11,Hopehealth Medical Plaza,Clinic/Center,SC,O,Commercial,863.53,5
2019-11,Hopehealth Medical Plaza,Clinic/Center,SC,O,Medicare,3566.50,15
2019-11,Hopewell Health Centers Inc.,Clinic/Center,OH,O,Commercial,0.00,1
2019-11,Horizon Health and Wellness Inc.,Clinic/Center,AZ,O,Medicare,0.00,24
2019-11,Howard Brown Health Center,Clinic/Center,IL,O,Commercial,719.78,7
2019-11,Howard County Community Health Ctr,Clinic/Center,TX,O,Medicaid,261.37,3
2019-11,Howard County Community Health Ctr,Clinic/Center,TX,O,Medicare,1581.78,10
2019-11,Hudson River Healthcare-Peekskill,Clinic/Center,NY,O,Commercial,9321.52,24
2019-11,Hudson River Healthcare-Peekskill,Clinic/Center,NY,O,Medicare,54241.45,448
2019-11,Huntsville Family Medicine LLP,Clinic/Center,TX,O,Commercial,105.41,1
2019-11,Huntsville Hosp. Medical Clinic at Hampton Cove,Clinic/Center,AL,O,Commercial,187.57,1
2019-11,Huntsville Hospital Madison Internal Medicine,Clinic/Center,AL,O,Commercial,1138.53,7
2019-11,Huntsville Pediatric & Adult Medicine Assoc.,Clinic/Center,TX,O,Commercial,329.58,3
2019-11,Huntsville Pediatric & Adult Medicine Assoc.,Clinic/Center,TX,O,Medicare,116.06,1
2019-11,I and O Medical Center-Peninsula South,Clinic/Center,VA,O,Commercial,977.10,4
2019-11,I and O Medical Center-Peninsula South,Clinic/Center,VA,O,Medicare,417.33,2
2019-11,Im & GP.,Clinic/Center,NJ,O,Commercial,5077.93,17
2019-11,Im & GP.,Clinic/Center,NJ,O,Medicare,6649.45,21
2019-11,Imboden Rural Health Clinic,Clinic/Center,AR,O,Commercial,373.32,2
2019-11,Infant Welfare Society of Chicago,Clinic/Center,IL,O,Commercial,1442.95,11
2019-11,Infant Welfare Society of Chicago,Clinic/Center,IL,O,Medicare,2809.51,28
2019-11,Infinite Medical Express LLC,Clinic/Center,MD,O,Commercial,92.91,1
2019-11,Inglewood Medical-Mental Health SRVCS,Clinic/Center,CA,O,Medicare,810.90,4
2019-11,Integrated Health Clinic,Clinic/Center,MI,O,Commercial,48.09,1
2019-11,Integrated Medical Care,Clinic/Center,MD,O,Commercial,373.87,1
2019-11,Integrative Family Health Np PLLC,Nurse Practitioner,NY,O,Commercial,481.94,1
2019-11,Integrative Healthcare Inc.,Nurse Practitioner,FL,O,Commercial,208.06,1
2019-11,"Intercommunity, Inc.",Clinic/Center,CT,O,Commercial,126.60,1
2019-11,Interfaith Community Dental Clinic,Clinic/Center,TX,O,Commercial,284.96,3
2019-11,Interfaith Community Dental Clinic,Clinic/Center,TX,O,Medicaid,163.46,1
2019-11,Interfaith Community Dental Clinic,Clinic/Center,TX,O,Medicare,19745.12,164
2019-11,Internal Medicine Associates Pa,Clinic/Center,AR,O,Commercial,222.00,1
2019-11,Internal Medicine Clinic,Clinic/Center,NV,O,Commercial,96.44,1
2019-11,Internal Medicine Department,Clinic/Center,NJ,O,Commercial,2345.02,16
2019-11,Internal Medicine Department,Clinic/Center,NJ,O,Medicare,483.68,3
2019-11,Internal Medicine Practice PC,Clinic/Center,VA,O,Commercial,233.32,1
2019-11,Intl. District Community Health Center,Clinic/Center,WA,O,Commercial,177.60,1
2019-11,Intl. District Community Health Center,Clinic/Center,WA,O,Medicare,76.82,2
2019-11,Inverness Family Practice,Clinic/Center,FL,O,Commercial,108.49,1
2019-11,Iris Pediatrics LLC,Clinic/Center,NJ,O,Commercial,93.65,1
2019-11,Irma F De Leon MD PC,Clinic/Center,AL,O,Commercial,106.50,1
2019-11,Irvin Medical Clinic,Clinic/Center,OK,O,Commercial,82.99,1
2019-11,Ivancic Pediatric Clinic Pa,Clinic/Center,MS,O,Commercial,3718.72,8
2019-11,Ivy Park Family Practice,Clinic/Center,SC,O,Commercial,75.19,1
2019-11,JM Research PLLC,Clinic/Center,TX,O,Commercial,74.87,1
2019-11,Jack Lincoln Memorial Clinic,Clinic/Center,MT,O,Commercial,40.63,1
2019-11,Jacklin Poladian MD Inc.,Clinic/Center,CA,O,Commercial,282.44,1
2019-11,Jackson Health and Wellness Clinic LLC,Clinic/Center,KY,O,Commercial,325.86,3
2019-11,Jackson Primary Care LLC,Clinic/Center,MO,O,Commercial,312.00,6
2019-11,Jackson Primary Care LLC,Clinic/Center,MO,O,Medicare,129.78,1
2019-11,Jackson-Hinds Comprehensive Health Ctr,Clinic/Center,MS,O,Commercial,1430.86,6
2019-11,Jackson-Hinds Comprehensive Health Ctr,Clinic/Center,MS,O,Medicare,75.28,2
2019-11,James L. Kay Do PC Dba Santiago Pediatrics,Clinic/Center,CA,O,Commercial,397.11,1
2019-11,"James R. Campbell, D.O., Inc.",Clinic/Center,OK,O,Commercial,121.33,1
2019-11,Jane Anne Gotcher MD LLC,Clinic/Center,TN,O,Commercial,240.10,1
2019-11,Jaykumar Shah MD,Clinic/Center,CA,O,Commercial,156.40,1
2019-11,Jensen Family Medicine,Clinic/Center,AZ,O,Commercial,272.93,3
2019-11,Jerry L. Harvey Do Pa,Clinic/Center,AR,O,Commercial,195.93,1
2019-11,"John G. Scaramella, M.D., Sc",Clinic/Center,IL,O,Medicare,90.70,1
2019-11,John H. Mitchell MD Inc.,Clinic/Center,CA,O,Commercial,55.29,1
2019-11,Johnston City Community Health Center,Clinic/Center,IL,O,Medicare,135.82,3
2019-11,Jonathan Wang Do LLC,Clinic/Center,NJ,O,Commercial,219.24,2
2019-11,Jonesboro Pediatric Clinic,Clinic/Center,AR,O,Commercial,191.46,1
2019-11,Joseph P Addabbo Family Health-Sutphin,Clinic/Center,NY,O,Commercial,57.37,1
2019-11,Joseph R. Raccuglia MD,Clinic/Center,NJ,O,Commercial,541.72,4
2019-11,Joseph R. Raccuglia MD,Clinic/Center,NJ,O,Medicare,218.07,1
2019-11,Joseph T Schwartz Do,Clinic/Center,NJ,O,Commercial,231.74,2
2019-11,Joy & Crown Pediatric Specialists PLLC,Clinic/Center,TX,O,Commercial,143.89,1
2019-11,Julia Barriga MD Pa,Clinic/Center,FL,O,Medicare,1715.55,10
2019-11,"Julie A. Marshburn, MD, Inc.",Clinic/Center,CA,O,Commercial,555.14,1
2019-11,Jurupa Valley Community Health Center,Clinic/Center,CA,O,Commercial,386.15,5
2019-11,Jurupa Valley Community Health Center,Clinic/Center,CA,O,Medicare,2647.66,38
2019-11,Kamran Kalpari MD A Medical Corp.,Clinic/Center,CA,O,Commercial,2069.49,3
2019-11,Kap J. No MD Sc,Clinic/Center,IL,O,Commercial,223.78,1
2019-11,Kap J. No MD Sc,Clinic/Center,IL,O,Medicare,540.14,1
2019-11,Karas Urgent Care,Clinic/Center,AR,O,Commercial,1113.15,5
2019-11,Karim Moshref MD PC,Clinic/Center,IN,O,Commercial,864.45,5
2019-11,Karim Moshref MD PC,Clinic/Center,IN,O,Medicare,1094.21,7
2019-11,Katy Internists,Clinic/Center,TX,O,Commercial,109.70,1
2019-11,Kelly Goodman Np & Associates PC,Nurse Practitioner,MD,O,Commercial,308.73,2
2019-11,Kennedy Family Health Services -Somerdale Square,Clinic/Center,NJ,O,Commercial,137.07,1
2019-11,Kennedy Family Health Services -Somerdale Square,Clinic/Center,NJ,O,Medicare,1205.40,6
2019-11,Kennesaw Mountain Medical Grap,Clinic/Center,GA,O,Commercial,156.61,1
2019-11,Kennesaw Pediatrics PC,Clinic/Center,GA,O,Commercial,1619.38,7
2019-11,Keystone Behavioral Health,Clinic/Center,PA,O,Medicare,0.00,4
2019-11,Keystone Dental Care,Clinic/Center,PA,O,Medicare,0.00,1
2019-11,Keystone Family Clinic,Clinic/Center,AR,O,Commercial,315.84,2
2019-11,Kidspiration Pediatric Therapy Services Inc.,Clinic/Center,AR,O,Medicare,0.00,1
2019-11,Kirill Zhadovich MD Sc,Clinic/Center,IL,O,Medicare,250.32,2
2019-11,LCT Medical,Clinic/Center,NJ,O,Commercial,578.70,2
2019-11,LCT Medical,Clinic/Center,NJ,O,Medicare,4119.35,9
2019-11,LSCC at Texas A and M. Health Center,Clinic/Center,TX,O,Commercial,334.58,4
2019-11,LSCC at Texas A and M. Health Center,Clinic/Center,TX,O,Medicaid,726.61,4
2019-11,LSCC at Texas A and M. Health Center,Clinic/Center,TX,O,Medicare,20874.92,160
2019-11,La Clinica De Familia San Miguel,Clinic/Center,NM,O,Commercial,,3
2019-11,La Clinica De Familia San Miguel,Clinic/Center,NM,O,Medicare,1250.85,13
2019-11,La Crosse County Health Department,Clinic/Center,WI,O,Medicare,78.96,2
2019-11,La Esperanza Clinic-Family Practice,Clinic/Center,TX,O,Commercial,2721.47,17
2019-11,La Esperanza Clinic-Family Practice,Clinic/Center,TX,O,Medicare,337.23,1
2019-11,La Familia Healthcare For The Homeless,Clinic/Center,NM,O,Medicare,195.90,4
2019-11,La Fuente Primary Home Care,Clinic/Center,TX,O,Commercial,0.00,2
2019-11,La Fuente Primary Home Care,Clinic/Center,TX,O,Medicare,0.00,11
2019-11,La O Medical Wellness Center,Clinic/Center,FL,O,Commercial,4694.72,2
2019-11,La Red Health Center-Seaford,Clinic/Center,DE,O,Medicaid,,1
2019-11,La Red Health Center-Seaford,Clinic/Center,DE,O,Medicare,,4
2019-11,"Lake City Medical Associates 2017, LLC",Clinic/Center,SC,O,Commercial,201.20,2
2019-11,Lake Country Family Medicine Pa,Clinic/Center,TX,O,Commercial,87.75,1
2019-11,Lake Lewisville Pediatrics LLP,Clinic/Center,TX,O,Commercial,144.04,1
2019-11,Lake Superior Community Health Center,Clinic/Center,MN,O,Commercial,359.22,1
2019-11,Lana Bucchino LLC,Clinic/Center,IN,O,Commercial,814.90,5
2019-11,Lancaster Pediatric Associates Ltd.,Clinic/Center,PA,O,Commercial,263.40,2
2019-11,Lancaster Pediatric Associates Ltd.,Clinic/Center,PA,O,Medicare,224.18,1
2019-11,Lansford Family Medicine PLLC,Clinic/Center,TX,O,Commercial,123.27,1
2019-11,Lapeer Pediatrics,Clinic/Center,MI,O,Commercial,139.54,1
2019-11,Laurel Internal Medicine Clinic,Clinic/Center,CA,O,Medicare,4345.46,57
2019-11,Laurel Pediatric Clinic,Clinic/Center,CA,O,Medicare,11349.89,117
2019-11,Lavista Family Medicine,Clinic/Center,GA,O,Commercial,242.08,1
2019-11,Leading Medical Care LLC,Clinic/Center,NJ,O,Commercial,248.13,2
2019-11,Leaf Medical PLLC,Clinic/Center,NY,O,Commercial,1905.30,9
2019-11,Lecroy Family Medicine Pa,Clinic/Center,TX,O,Commercial,241.79,1
2019-11,Leonard Schindel MD PC,Clinic/Center,NJ,O,Commercial,362.66,4
2019-11,Libero Saraceno MD PC,Clinic/Center,NJ,O,Commercial,421.66,4
2019-11,Libero Saraceno MD PC,Clinic/Center,NJ,O,Medicare,739.45,2
2019-11,Liberty Medical Associates P.A.,Clinic/Center,FL,O,Medicare,218.52,3
2019-11,Lifemine Health L. L. C.,Clinic/Center,IL,O,Commercial,114.53,1
2019-11,Lincoln Medical Center PC,Clinic/Center,IL,O,Medicare,41.06,1
2019-11,Lincoln Medical Practice,Clinic/Center,CA,O,Commercial,483.91,1
2019-11,Linda Vista Health Care Center,Clinic/Center,CA,O,Commercial,3911.40,10
2019-11,Linda Vista Health Care Center,Clinic/Center,CA,O,Medicare,11748.64,28
2019-11,"Lisa L. Thomsen, MD",Clinic/Center,CA,O,Commercial,128.86,1
2019-11,Lisbon Ave. Health Center,Clinic/Center,WI,O,Medicare,99.70,1
2019-11,Little Rivers Health Care-Bradford,Clinic/Center,VT,O,Commercial,152.54,1
2019-11,Live Well Family Med Center of Naples,Clinic/Center,CA,O,Commercial,821.96,6
2019-11,Lombard Family Health Center,Clinic/Center,IL,O,Commercial,202.54,1
2019-11,Lompoc Valley Pediatric Care Center,Clinic/Center,CA,O,Commercial,76.90,1
2019-11,Louisiana Academic Health Network,Clinic/Center,LA,O,Medicare,199.89,2
2019-11,Low Country Health Care-Blackville,Clinic/Center,SC,O,Commercial,,6
2019-11,Low Country Health Care-Blackville,Clinic/Center,SC,O,Medicare,185.36,1
2019-11,Lowell Community Health Center,Clinic/Center,MA,O,Commercial,757.34,4
2019-11,Lowell Community Health Center,Clinic/Center,MA,O,Medicare,267.38,1
2019-11,Lucio S Villa Real MD,Clinic/Center,MD,O,Medicare,422.94,3
2019-11,M. Health Fairview Clinic -Oxboro,Clinic/Center,MN,O,Commercial,117.69,1
2019-11,"M. T Curry, Inc.",Clinic/Center,VA,O,Commercial,1717.33,7
2019-11,"M. T Curry, Inc.",Clinic/Center,VA,O,Medicare,3876.59,18
2019-11,MD-First Health Care LLC,Clinic/Center,SC,O,Commercial,137.86,1
2019-11,MHC Healthcare-Santa Catalina Hlth. Ctr,Clinic/Center,AZ,O,Commercial,0.00,1
2019-11,MHC Healthcare-Santa Catalina Hlth. Ctr,Clinic/Center,AZ,O,Medicare,0.00,4
2019-11,MMC Advanced Imaging,Clinic/Center,NY,O,Commercial,564.25,1
2019-11,MMC Medical Park at 1575 Blondell,Clinic/Center,NY,O,Commercial,228.94,1
2019-11,MPV NJ MD Services PC,Clinic/Center,NJ,O,Commercial,1256.39,12
2019-11,MRH Medical Group Nettleton,Clinic/Center,MS,O,Commercial,181.46,1
2019-11,Macon County Health Department,Clinic/Center,IL,O,Commercial,1032.75,19
2019-11,Macon County Health Department,Clinic/Center,IL,O,Medicare,701.56,14
2019-11,"Maged Basilios, MD Inc.",Clinic/Center,CA,O,Medicare,4067.20,1
2019-11,Magnolia Community Health Center,Clinic/Center,CA,O,Commercial,273.15,1
2019-11,Magnolia Community Health Center,Clinic/Center,CA,O,Medicare,1757.31,31
2019-11,Magnolia Family Medicine,Clinic/Center,TX,O,Commercial,979.50,5
2019-11,Main Street Family Healthcare Np Clinic,Clinic/Center,OK,O,Commercial,482.43,1
2019-11,Mallory Community Health-Durant Clinic,Clinic/Center,MS,O,Commercial,60.87,1
2019-11,Manassas Primary Care LLC,Clinic/Center,VA,O,Commercial,116.38,1
2019-11,"Manning Hanline, Jr., M.D.",Clinic/Center,FL,O,Commercial,326.07,1
2019-11,Mansfiled Urgent Care and Family Medicine,Clinic/Center,TX,O,Commercial,293.43,2
2019-11,Manuka Health Clinic LLC,Clinic/Center,AK,O,Commercial,586.98,1
2019-11,Margolin & Keinarth MD Pa,Clinic/Center,TX,O,Commercial,67.04,1
2019-11,Maria Cavaliere MD LLC,Clinic/Center,GA,O,Commercial,183.64,1
2019-11,Maria Remedios R. Gopez MD,Clinic/Center,CA,O,Commercial,125.58,1
2019-11,"Marie Pearl C. Francisco MD, Inc.",Clinic/Center,CA,O,Commercial,80.47,1
2019-11,Marshall Wellness Center,Clinic/Center,AR,O,Commercial,673.59,5
2019-11,Marshall Wellness Center,Clinic/Center,AR,O,Medicare,0.00,2
2019-11,Martin Luther King Jr Family Clinic,Clinic/Center,TX,O,Commercial,9403.18,10
2019-11,Martin Luther King Jr Family Clinic,Clinic/Center,TX,O,Medicare,5289.92,36
2019-11,Martin M. Feuer MD,Clinic/Center,NY,O,Commercial,239.46,2
2019-11,Martinez Health Center,Clinic/Center,CA,O,Commercial,207.98,1
2019-11,Mathiesen Memorial Health Clinic,Clinic/Center,CA,O,Medicare,1284.27,8
2019-11,Maxa Internal Medicine Associates PC,Clinic/Center,GA,O,Commercial,1800.44,4
2019-11,McAfee Medical Clinic,Clinic/Center,AR,O,Commercial,274.84,2
2019-11,McGregor Community Clinic,Clinic/Center,TX,O,Medicare,2351.55,18
