PAYERGROUPCODE,STATECODE,MONTHUID,PMPM,PMPM_FORECAST,PMPM_FORECAST_LOWER,PMPM_FORECAST_UPPER,PMPM_FORECAST_MAE,MODEL
Commercial,UT,2019-09,227.725480887,245.150090773,221.929357491,270.311470231,24.750971085,PROPHET
Commercial,UT,2019-10,272.736865711,244.278093138,221.137230281,267.636956414,24.750971085,PROPHET
Commercial,UT,2019-11,210.625203499,243.377028916,220.248916478,268.423222816,24.750971085,PROPHET
Commercial,UT,2019-12,250.135329237,242.505031282,218.281707345,265.796740939,24.750971085,PROPHET
Commercial,UT,2020-01,,241.60396706,218.693070282,264.668133712,24.750971085,PROPHET
Commercial,UT,2020-02,,240.702902838,218.799058636,264.629498191,24.750971085,PROPHET
Commercial,Unknown,2019-01,178.464482074,214.490582844,178.735651508,250.588104041,33.582127574,PROPHET
Commercial,Unknown,2019-02,184.147461168,217.18424123,177.793917967,255.074740224,33.582127574,PROPHET
Commercial,Unknown,2019-03,255.362916059,219.617223008,184.331597323,258.27017761,33.582127574,PROPHET
Commercial,Unknown,2019-04,233.200807213,222.310881364,184.471785262,259.267096051,33.582127574,PROPHET
Commercial,Unknown,2019-05,271.247631445,224.917647528,187.59285719,263.719573912,33.582127574,PROPHET
Commercial,Unknown,2019-06,250.143718607,227.611305805,191.365534278,264.415279578,33.582127574,PROPHET
Commercial,Unknown,2019-07,222.667697127,230.218071742,192.982130584,264.900016247,33.582127574,PROPHET
Commercial,Unknown,2019-08,216.907938647,232.911729898,194.145214073,267.407187429,33.582127574,PROPHET
Commercial,Unknown,2019-09,225.556774822,235.605388021,200.0337912,272.150345532,33.582127574,PROPHET
Commercial,Unknown,2019-10,254.90288803,238.212153917,197.524131614,275.953405679,33.582127574,PROPHET
Commercial,Unknown,2019-11,191.791801702,240.905812009,203.826745337,278.958999907,33.582127574,PROPHET
Commercial,Unknown,2019-12,263.316224544,243.512577905,204.377573093,281.4696183,33.582127574,PROPHET
Commercial,Unknown,2020-01,,246.206235998,211.684943375,282.598400237,33.582127574,PROPHET
Commercial,Unknown,2020-02,,248.89989409,211.500130219,284.230678893,33.582127574,PROPHET
Commercial,VA,2019-01,379.719118678,365.292407598,342.622405417,390.507035674,19.337966099,PROPHET
Commercial,VA,2019-02,351.887199881,368.414575626,344.431334075,391.184797959,19.337966099,PROPHET
Commercial,VA,2019-03,385.919436811,371.234597318,346.634682948,394.855380633,19.337966099,PROPHET
Commercial,VA,2019-04,385.112765795,374.356756397,349.845502212,399.030826673,19.337966099,PROPHET
Commercial,VA,2019-05,389.060503033,377.378216763,354.73643004,400.966250599,19.337966099,PROPHET
Commercial,VA,2019-06,351.402265926,380.500405287,357.492780978,404.539934974,19.337966099,PROPHET
Commercial,VA,2019-07,380.471329486,383.52187333,359.806906891,406.863912716,19.337966099,PROPHET
Commercial,VA,2019-08,371.970171094,386.644061398,363.086272001,409.947735027,19.337966099,PROPHET
Commercial,VA,2019-09,363.214536973,389.766574349,364.432567494,414.785415971,19.337966099,PROPHET
Commercial,VA,2019-10,417.752858288,392.788376407,367.219795684,417.153736989,19.337966099,PROPHET
Commercial,VA,2019-11,384.104490799,395.9109052,371.72218316,419.782462592,19.337966099,PROPHET
Commercial,VA,2019-12,424.56216571,398.932707258,373.873379822,423.129391546,19.337966099,PROPHET
Commercial,VA,2020-01,,402.055236051,377.849862653,424.440022988,19.337966099,PROPHET
Commercial,VA,2020-02,,405.177764844,381.292006541,428.63602802,19.337966099,PROPHET
Commercial,VT,2019-01,507.085640627,464.330056966,417.809471024,521.100320716,17.523057512,PROPHET
Commercial,VT,2019-02,379.209426579,463.221145796,409.645191588,515.045310895,17.523057512,PROPHET
Commercial,VT,2019-03,469.761426004,462.219548614,407.081622234,515.831171399,17.523057512,PROPHET
Commercial,VT,2019-04,474.882688697,461.110637446,410.254311112,509.775821348,17.523057512,PROPHET
Commercial,VT,2019-05,535.427590003,460.03749761,405.947180306,512.786525568,17.523057512,PROPHET
Commercial,VT,2019-06,431.928467067,458.928586441,404.073104783,503.603967739,17.523057512,PROPHET
Commercial,VT,2019-07,424.072894667,457.855446598,404.56241145,510.693072345,17.523057512,PROPHET
Commercial,VT,2019-08,477.831543714,456.746535423,402.113663989,509.589297596,17.523057512,PROPHET
Commercial,VT,2019-09,407.409375168,455.637624246,403.144914212,511.929616636,17.523057512,PROPHET
Commercial,VT,2019-10,470.071621988,454.564484398,400.84397065,506.580336039,17.523057512,PROPHET
Commercial,VT,2019-11,476.038994941,453.455573222,400.588257043,500.185597758,17.523057512,PROPHET
Commercial,VT,2019-12,448.374204577,452.382433375,397.905629579,504.287392442,17.523057512,PROPHET
Commercial,VT,2020-01,,451.273522199,401.244662064,506.851828143,17.523057512,PROPHET
Commercial,VT,2020-02,,450.164611024,396.020258804,499.996066306,17.523057512,PROPHET
Commercial,WA,2019-01,336.663350658,348.328388647,327.754159789,368.782006247,30.966765757,PROPHET
Commercial,WA,2019-02,318.565385796,347.155003112,326.80301282,369.522792534,30.966765757,PROPHET
Commercial,WA,2019-03,364.095761131,346.095171004,325.419428468,367.343072131,30.966765757,PROPHET
Commercial,WA,2019-04,363.868829947,344.921785449,323.246066984,365.023670457,30.966765757,PROPHET
Commercial,WA,2019-05,367.45371502,343.786251024,322.496209219,365.663152925,30.966765757,PROPHET
Commercial,WA,2019-06,332.756641264,342.611211597,324.037968125,365.758539577,30.966765757,PROPHET
Commercial,WA,2019-07,347.255144778,341.474076626,320.288434243,361.726203812,30.966765757,PROPHET
Commercial,WA,2019-08,337.891497298,340.299037132,319.905481763,361.471265997,30.966765757,PROPHET
Commercial,WA,2019-09,327.791766007,339.123997649,317.978294503,360.707939819,30.966765757,PROPHET
Commercial,WA,2019-10,352.142815576,337.986862674,316.030809341,357.674958251,30.966765757,PROPHET
Commercial,WA,2019-11,314.00448805,336.811823201,316.870527658,356.053353823,30.966765757,PROPHET
Commercial,WA,2019-12,341.821109599,335.674688226,313.690746041,357.40905699,30.966765757,PROPHET
Commercial,WA,2020-01,,334.499648752,311.313132858,357.311772954,30.966765757,PROPHET
Commercial,WA,2020-02,,333.324609279,312.442625592,354.952755835,30.966765757,PROPHET
Commercial,WI,2019-01,366.69714914,356.42231568,332.745976049,380.64969206,15.415042082,PROPHET
Commercial,WI,2019-02,335.800215939,357.505887742,333.847508006,382.899139874,15.415042082,PROPHET
Commercial,WI,2019-03,383.508563252,358.484597983,333.540536459,382.598329246,15.415042082,PROPHET
Commercial,WI,2019-04,367.182369224,359.568170034,335.397795166,385.245361823,15.415042082,PROPHET
Commercial,WI,2019-05,370.770098521,360.616788137,334.755231035,383.223113829,15.415042082,PROPHET
Commercial,WI,2019-06,334.056519086,361.700360185,336.519691495,385.211423915,15.415042082,PROPHET
Commercial,WI,2019-07,330.513190276,362.748978313,339.110449728,388.226373606,15.415042082,PROPHET
Commercial,WI,2019-08,371.87455464,363.832550382,338.959964193,389.907465943,15.415042082,PROPHET
Commercial,WI,2019-09,366.738092803,364.916122452,339.058810106,389.67356817,15.415042082,PROPHET
Commercial,WI,2019-10,393.730394198,365.964740578,341.894830955,389.417675975,15.415042082,PROPHET
Commercial,WI,2019-11,346.865734785,367.048312641,342.651211632,391.885463926,15.415042082,PROPHET
Commercial,WI,2019-12,379.205763702,368.096930767,341.524558314,392.638511846,15.415042082,PROPHET
Commercial,WI,2020-01,,369.18050283,341.655582628,393.961080893,15.415042082,PROPHET
Commercial,WI,2020-02,,370.264074894,346.490449081,396.536408574,15.415042082,PROPHET
Commercial,WV,2019-01,287.790013286,278.755510424,254.451115815,303.521341905,35.847171021,PROPHET
Commercial,WV,2019-02,256.612949859,277.895967386,252.597161126,300.654262629,35.847171021,PROPHET
Commercial,WV,2019-03,304.758167251,277.119605892,252.530522584,300.752240037,35.847171021,PROPHET
Commercial,WV,2019-04,280.670749383,276.260062808,253.29229713,300.491880736,35.847171021,PROPHET
Commercial,WV,2019-05,290.274242263,275.428246894,250.05321993,298.710116473,35.847171021,PROPHET
Commercial,WV,2019-06,242.454273335,274.568703866,248.892177251,298.339626372,35.847171021,PROPHET
Commercial,WV,2019-07,251.685524114,273.736889629,248.997669775,298.421965292,35.847171021,PROPHET
Commercial,WV,2019-08,260.079928881,272.877348349,249.443454408,296.784747218,35.847171021,PROPHET
Commercial,WV,2019-09,287.522550031,272.017807081,247.852166608,296.268038043,35.847171021,PROPHET
Commercial,WV,2019-10,294.568639618,271.185993041,244.885787685,294.651802415,35.847171021,PROPHET
Commercial,WV,2019-11,255.889714647,270.326451867,243.293000063,294.972530727,35.847171021,PROPHET
Commercial,WV,2019-12,277.402940336,269.494637828,245.402540009,293.751557253,35.847171021,PROPHET
Commercial,WV,2020-01,,268.635096653,244.610664715,293.918253721,35.847171021,PROPHET
Commercial,WV,2020-02,,267.775555479,244.307872895,291.687413819,35.847171021,PROPHET
Commercial,WY,2019-01,357.243512881,300.038666477,256.319304573,343.253276743,33.245940568,PROPHET
Commercial,WY,2019-02,238.335385814,296.146205122,250.702446589,343.614513928,33.245940568,PROPHET
Commercial,WY,2019-03,305.263675464,292.630433572,249.57294435,335.694829946,33.245940568,PROPHET
Commercial,WY,2019-04,320.006930577,288.737972218,242.087789802,334.335842419,33.245940568,PROPHET
Commercial,WY,2019-05,274.111938994,284.971074129,236.515666787,328.077899514,33.245940568,PROPHET
Commercial,WY,2019-06,225.006872349,281.078612765,239.309125947,328.636290955,33.245940568,PROPHET
Commercial,WY,2019-07,261.690075391,277.311714679,233.025121928,324.334241423,33.245940568,PROPHET
Commercial,WY,2019-08,268.463463326,273.419253324,226.679399697,319.756739643,33.245940568,PROPHET
Commercial,WY,2019-09,306.027735086,269.52679197,225.594842999,318.650974862,33.245940568,PROPHET
Commercial,WY,2019-10,273.95553983,265.759893883,223.047221575,311.860959474,33.245940568,PROPHET
Commercial,WY,2019-11,228.085176783,261.867432527,216.223559094,305.980532385,33.245940568,PROPHET
Commercial,WY,2019-12,290.474026375,258.10053444,213.965119864,304.480292705,33.245940568,PROPHET
Commercial,WY,2020-01,,254.208073084,210.470567481,298.88871279,33.245940568,PROPHET
Commercial,WY,2020-02,,250.315611728,206.574523357,293.770537052,33.245940568,PROPHET
Medicaid,AK,2019-01,8.99,1285.091826832,-56.779006511,2708.423071605,213.668224297,PROPHET
Medicaid,AK,2019-02,4197.215,1150.494391,-166.842509328,2521.143394474,213.668224297,PROPHET
Medicaid,AK,2019-03,122.335,1028.922513429,-285.758536607,2354.249967245,213.668224297,PROPHET
Medicaid,AK,2019-04,24.63,894.325077566,-432.86368068,2227.49195034,213.668224297,PROPHET
Medicaid,AK,2019-05,0,764.06949447,-558.22378186,2258.893861745,213.668224297,PROPHET
Medicaid,AK,2019-06,1037.72,629.472058652,-759.828340173,1987.078777171,213.668224297,PROPHET
Medicaid,AK,2019-07,1177.206,499.216475663,-872.801092488,1777.853235368,213.668224297,PROPHET
Medicaid,AK,2019-08,158.126,364.619039845,-922.871951809,1795.757673284,213.668224297,PROPHET
Medicaid,AK,2019-09,16.285,230.021604063,-1138.424090606,1570.256543479,213.668224297,PROPHET
Medicaid,AK,2019-10,0,99.766020978,-1241.542731099,1469.088114993,213.668224297,PROPHET
Medicaid,AK,2019-11,0,-34.831414877,-1354.763699561,1241.345726401,213.668224297,PROPHET
Medicaid,AK,2019-12,0,-165.086997962,-1622.69506074,1146.595567029,213.668224297,PROPHET
Medicaid,AK,2020-01,,-299.684433816,-1676.338714589,1039.052122628,213.668224297,PROPHET
Medicaid,AK,2020-02,,-434.281869671,-1822.315601942,901.714687134,213.668224297,PROPHET
Medicaid,AL,2019-01,1031.706818182,1196.616215643,379.806735335,2101.372408535,1056.794668622,PROPHET
Medicaid,AL,2019-02,515.764782609,1210.815065773,351.396970553,2103.429823437,1056.794668622,PROPHET
Medicaid,AL,2019-03,2147.077391304,1223.639833594,344.767455549,2174.696830066,1056.794668622,PROPHET
Medicaid,AL,2019-04,2053.220833333,1237.838683701,319.962326349,2083.989186646,1056.794668622,PROPHET
Medicaid,AL,2019-05,1177.247826087,1251.57950641,334.012868744,2129.872572607,1056.794668622,PROPHET
Medicaid,AL,2019-06,530.181333333,1265.778356501,368.69802398,2202.107149165,1056.794668622,PROPHET
Medicaid,AL,2019-07,1888.462352941,1279.519179159,337.999262507,2174.584631105,1056.794668622,PROPHET
Medicaid,AL,2019-08,758.308823529,1293.718029218,416.83396239,2241.221450467,1056.794668622,PROPHET
Medicaid,AL,2019-09,1340.96625,1307.91687924,413.974966798,2231.986490891,1056.794668622,PROPHET
Medicaid,AL,2019-10,596.679166667,1321.657701879,484.307848009,2230.130070689,1056.794668622,PROPHET
Medicaid,AL,2019-11,584.635,1335.856551939,370.37404229,2203.916234389,1056.794668622,PROPHET
Medicaid,AL,2019-12,2660.28875,1349.597374578,432.079517309,2266.372428127,1056.794668622,PROPHET
Medicaid,AL,2020-01,,1363.796224639,483.653609063,2322.139833495,1056.794668622,PROPHET
Medicaid,AL,2020-02,,1377.995074699,488.706082952,2286.199681796,1056.794668622,PROPHET
Medicaid,AR,2019-01,121.622727273,214.211425699,40.830866733,391.08813995,448.457311655,PROPHET
Medicaid,AR,2019-02,212.998275862,250.524880782,71.896858551,425.431032236,448.457311655,PROPHET
Medicaid,AR,2019-03,452.532758621,283.324130519,108.955768096,458.330924637,448.457311655,PROPHET
Medicaid,AR,2019-04,410.649615385,319.637585596,134.003146129,486.774454559,448.457311655,PROPHET
Medicaid,AR,2019-05,273.419047619,354.779638933,181.36034176,523.376317641,448.457311655,PROPHET
Medicaid,AR,2019-06,177.467826087,391.093094002,205.262758965,563.856194647,448.457311655,PROPHET
Medicaid,AR,2019-07,356.72,426.23514726,249.900141408,609.60615475,448.457311655,PROPHET
Medicaid,AR,2019-08,664.162777778,462.548602279,293.282267294,651.094513926,448.457311655,PROPHET
Medicaid,AR,2019-09,700.640666667,498.862057266,322.817040721,669.242268257,448.457311655,PROPHET
Medicaid,AR,2019-10,589.738823529,534.004110472,354.04655575,703.022982585,448.457311655,PROPHET
Medicaid,AR,2019-11,371.001666667,570.317565452,396.84449208,754.528196067,448.457311655,PROPHET
Medicaid,AR,2019-12,581.177142857,605.459618658,424.593969787,777.147244493,448.457311655,PROPHET
Medicaid,AR,2020-01,,641.773073638,467.832431132,826.552939637,448.457311655,PROPHET
Medicaid,AR,2020-02,,678.086528618,507.439353472,854.695344745,448.457311655,PROPHET
Medicaid,AZ,2019-01,822.491152542,961.979846807,750.177770551,1175.498123368,104.854364069,PROPHET
Medicaid,AZ,2019-02,959.646931408,961.324247802,754.968923008,1172.444523505,104.854364069,PROPHET
Medicaid,AZ,2019-03,993.370509804,960.73209387,738.057490215,1172.693134535,104.854364069,PROPHET
Medicaid,AZ,2019-04,953.586640316,960.076494896,723.309015505,1174.003400734,104.854364069,PROPHET
Medicaid,AZ,2019-05,1266.829387755,959.44204425,744.952069069,1192.111652999,104.854364069,PROPHET
Medicaid,AZ,2019-06,1106.556058091,958.786445232,744.940073548,1187.167161752,104.854364069,PROPHET
Medicaid,AZ,2019-07,874.023603604,958.151994605,743.220697014,1162.173722557,104.854364069,PROPHET
Medicaid,AZ,2019-08,705.444590909,957.496395579,719.790798543,1186.468729535,104.854364069,PROPHET
Medicaid,AZ,2019-09,680.629389671,956.840796532,743.930092584,1180.264750683,104.854364069,PROPHET
Medicaid,AZ,2019-10,1142.2574,956.20634585,727.475660877,1171.447658823,104.854364069,PROPHET
Medicaid,AZ,2019-11,1106.323350254,955.550746811,737.493084865,1164.264030135,104.854364069,PROPHET
Medicaid,AZ,2019-12,891.039530201,954.916296129,730.812186195,1173.025362475,104.854364069,PROPHET
Medicaid,AZ,2020-01,,954.26069709,748.296355439,1167.221807487,104.854364069,PROPHET
Medicaid,AZ,2020-02,,953.605098052,732.267457063,1173.70752304,104.854364069,PROPHET
Medicaid,All,2019-01,405.200693317,434.823957593,361.880649744,510.204146241,108.699637597,PROPHET
Medicaid,All,2019-02,376.11199202,424.534250952,343.771986779,503.687607364,108.699637597,PROPHET
Medicaid,All,2019-03,426.47786969,415.24032237,340.173050196,483.398249029,108.699637597,PROPHET
Medicaid,All,2019-04,417.106582937,404.950615711,328.531432815,480.650744973,108.699637597,PROPHET
Medicaid,All,2019-05,415.232008122,394.99283506,317.097316827,466.729167033,108.699637597,PROPHET
Medicaid,All,2019-06,375.124491643,384.703128387,307.49247868,458.60441339,108.699637597,PROPHET
Medicaid,All,2019-07,433.305772237,374.745347737,306.830035137,449.584766602,108.699637597,PROPHET
Medicaid,All,2019-08,432.13622663,364.455641067,287.129389964,435.410343898,108.699637597,PROPHET
Medicaid,All,2019-09,396.75049276,354.165934379,279.519466951,430.528607957,108.699637597,PROPHET
Medicaid,All,2019-10,342.21685033,344.20815372,266.930133427,417.161709991,108.699637597,PROPHET
Medicaid,All,2019-11,172.092533217,333.918447039,252.90797459,410.340701167,108.699637597,PROPHET
Medicaid,All,2019-12,366.912639251,323.96066638,247.388958564,403.92030404,108.699637597,PROPHET
Medicaid,All,2020-01,,313.670959699,240.65318813,385.725431991,108.699637597,PROPHET
Medicaid,All,2020-02,,303.381253018,227.273827663,373.47596862,108.699637597,PROPHET
Medicaid,CA,2019-01,255.952035212,19.853282314,-755.030311644,786.427450158,1244.907936554,PROPHET
Medicaid,CA,2019-02,271.77467582,101.202218147,-608.384871976,765.524923959,1244.907936554,PROPHET
Medicaid,CA,2019-03,304.467010812,174.678676336,-547.293630418,883.683021708,1244.907936554,PROPHET
Medicaid,CA,2019-04,295.29038959,256.02761217,-456.421498729,982.618893648,1244.907936554,PROPHET
Medicaid,CA,2019-05,297.044652599,334.752388715,-418.67629885,1070.370077396,1244.907936554,PROPHET
Medicaid,CA,2019-06,278.061170159,416.101324442,-309.1060527,1134.435830604,1244.907936554,PROPHET
Medicaid,CA,2019-07,345.156080781,494.826100931,-237.529073773,1228.806678778,1244.907936554,PROPHET
Medicaid,CA,2019-08,315.791236363,576.175036694,-161.314554077,1273.465921605,1244.907936554,PROPHET
Medicaid,CA,2019-09,275.424998224,657.523972464,-39.861158567,1401.339283813,1244.907936554,PROPHET
Medicaid,CA,2019-10,229.064465171,736.248749111,-38.744105763,1486.473070008,1244.907936554,PROPHET
Medicaid,CA,2019-11,61.863010472,817.59768498,107.685058558,1561.866043744,1244.907936554,PROPHET
Medicaid,CA,2019-12,2551.458991173,896.322461627,180.791781269,1612.063695428,1244.907936554,PROPHET
Medicaid,CA,2020-01,,977.671397496,288.525341138,1677.455137703,1244.907936554,PROPHET
Medicaid,CA,2020-02,,1059.020333365,326.73406774,1746.552297413,1244.907936554,PROPHET
Medicaid,CO,2019-01,440.699494311,456.03417902,367.867961901,549.833611327,95.493440971,PROPHET
Medicaid,CO,2019-02,362.105934755,454.844172265,365.01739813,552.038387843,95.493440971,PROPHET
Medicaid,CO,2019-03,341.604476671,453.769327514,358.326634838,540.302188506,95.493440971,PROPHET
Medicaid,CO,2019-04,612.2321875,452.579320897,350.337457492,545.820985411,95.493440971,PROPHET
Medicaid,CO,2019-05,461.078450106,451.427701491,346.359177005,546.177471559,95.493440971,PROPHET
Medicaid,CO,2019-06,496.454902386,450.237694675,353.591456264,544.435694064,95.493440971,PROPHET
Medicaid,CO,2019-07,524.376187215,449.086075112,355.09131899,544.547438677,95.493440971,PROPHET
Medicaid,CO,2019-08,523.387448747,447.896068161,347.86576123,539.836266616,95.493440971,PROPHET
Medicaid,CO,2019-09,404.762251656,446.706061161,360.427332754,544.288898539,95.493440971,PROPHET
Medicaid,CO,2019-10,433.938329718,445.554441413,354.098288853,538.296973703,95.493440971,PROPHET
Medicaid,CO,2019-11,393.598873563,444.364434341,350.075476905,534.412346791,95.493440971,PROPHET
Medicaid,CO,2019-12,401.742696629,443.212814593,349.589374312,539.903564288,95.493440971,PROPHET
Medicaid,CO,2020-01,,442.022807521,343.866156517,537.416972267,95.493440971,PROPHET
Medicaid,CO,2020-02,,440.832800448,344.714750036,534.998873245,95.493440971,PROPHET
Medicaid,CT,2019-01,1390.82,1237.434842348,689.66320165,1832.936182593,530.838485442,PROPHET
Medicaid,CT,2019-02,873.437959184,1259.683384925,684.5933535,1848.446314909,530.838485442,PROPHET
Medicaid,CT,2019-03,824.470306122,1279.778842705,701.645314103,1868.091559268,530.838485442,PROPHET
Medicaid,CT,2019-04,1267.293846154,1302.027385134,711.418554925,1910.368517153,530.838485442,PROPHET
Medicaid,CT,2019-05,961.950246914,1323.558232616,746.309533888,1918.738706084,530.838485442,PROPHET
Medicaid,CT,2019-06,2274.895138889,1345.806775036,730.367495527,1860.238081064,530.838485442,PROPHET
Medicaid,CT,2019-07,1718.265571429,1367.337622552,786.827498557,1928.756989474,530.838485442,PROPHET
Medicaid,CT,2019-08,2077.123205128,1389.586164883,789.929506736,2007.333424336,530.838485442,PROPHET
Medicaid,CT,2019-09,1070.387972973,1411.834707216,851.149069898,2033.313180909,530.838485442,PROPHET
Medicaid,CT,2019-10,1376.485833333,1433.365554667,840.30204102,2042.35783846,530.838485442,PROPHET
Medicaid,CT,2019-11,1595.090555556,1455.614097033,902.770083151,2007.950545078,530.838485442,PROPHET
Medicaid,CT,2019-12,852.43,1477.144944484,938.261292825,2068.667456653,530.838485442,PROPHET
Medicaid,CT,2020-01,,1499.393486851,958.312372879,2087.265909662,530.838485442,PROPHET
Medicaid,CT,2020-02,,1521.642029217,958.457003423,2089.252925162,530.838485442,PROPHET
Medicaid,DC,2019-01,80.345,135.805767103,-2.105122938,256.991401829,43.292962433,PROPHET
Medicaid,DC,2019-02,183.315555556,137.614268138,14.817755859,273.347606122,43.292962433,PROPHET
Medicaid,DC,2019-03,268.357777778,139.247752937,6.314112749,272.923301024,43.292962433,PROPHET
Medicaid,DC,2019-04,3.362222222,141.056253951,12.986718328,270.616748676,43.292962433,PROPHET
Medicaid,DC,2019-05,27.537777778,142.80641623,5.887729895,275.105726034,43.292962433,PROPHET
Medicaid,DC,2019-06,76.548571429,144.614917245,15.24230495,274.869053796,43.292962433,PROPHET
Medicaid,DC,2019-07,375.435,146.365079513,8.279802114,270.757046997,43.292962433,PROPHET
Medicaid,DC,2019-08,236.821666667,148.173580529,16.664385183,274.861082568,43.292962433,PROPHET
Medicaid,DC,2019-09,89.433333333,149.982081557,14.650819945,274.838466398,43.292962433,PROPHET
Medicaid,DC,2019-10,134.622,151.732243846,25.77520654,272.871383533,43.292962433,PROPHET
Medicaid,DC,2019-11,171.655,153.540744877,31.620316914,289.473760635,43.292962433,PROPHET
Medicaid,DC,2019-12,98.446666667,155.290907166,26.47283697,288.660984373,43.292962433,PROPHET
Medicaid,DC,2020-01,,157.099408198,41.873986118,284.274276723,43.292962433,PROPHET
Medicaid,DC,2020-02,,158.90790923,29.538685814,289.702816595,43.292962433,PROPHET
Medicaid,DE,2019-01,372.232036351,468.755868813,383.798526955,554.015451643,132.447205577,PROPHET
Medicaid,DE,2019-02,390.073529936,468.575991185,375.92668772,551.640328426,132.447205577,PROPHET
Medicaid,DE,2019-03,499.953086886,468.413521087,385.992601826,557.684595312,132.447205577,PROPHET
Medicaid,DE,2019-04,572.487625412,468.233643489,378.213517716,552.214246923,132.447205577,PROPHET
Medicaid,DE,2019-05,474.518230727,468.059568376,386.507279884,550.983724969,132.447205577,PROPHET
Medicaid,DE,2019-06,479.935162435,467.879690767,380.701981558,548.667388165,132.447205577,PROPHET
Medicaid,DE,2019-07,544.390477629,467.705149295,381.318160529,553.057198968,132.447205577,PROPHET
Medicaid,DE,2019-08,487.931296824,467.524789685,386.383609875,552.810888396,132.447205577,PROPHET
Medicaid,DE,2019-09,514.14917486,467.344430055,383.470608761,549.175538739,132.447205577,PROPHET
Medicaid,DE,2019-10,469.342689601,467.169888497,382.048172793,557.791541083,132.447205577,PROPHET
Medicaid,DE,2019-11,473.993694455,466.989528887,380.898056546,549.070322304,132.447205577,PROPHET
Medicaid,DE,2019-12,338.030053796,466.814987328,381.711815218,547.164409159,132.447205577,PROPHET
Medicaid,DE,2020-01,,466.634627718,385.010145776,550.827830008,132.447205577,PROPHET
Medicaid,DE,2020-02,,466.454268108,379.425604022,560.480853383,132.447205577,PROPHET
Medicaid,FL,2019-01,794.891859714,718.92121833,429.094539883,1007.808550356,340.438102464,PROPHET
Medicaid,FL,2019-02,693.555037831,794.040210284,489.90727158,1098.730593681,340.438102464,PROPHET
Medicaid,FL,2019-03,817.531206497,861.889622398,566.336594759,1160.949830749,340.438102464,PROPHET
Medicaid,FL,2019-04,984.033220738,937.008614357,654.205369521,1221.786394048,340.438102464,PROPHET
Medicaid,FL,2019-05,1011.164142059,1009.70441301,717.991990715,1291.708415117,340.438102464,PROPHET
Medicaid,FL,2019-06,1180.532082284,1084.823404965,786.213667029,1389.852772292,340.438102464,PROPHET
Medicaid,FL,2019-07,996.1810134,1157.51920357,839.090655349,1444.384292847,340.438102464,PROPHET
Medicaid,FL,2019-08,1020.328565292,1232.638195503,953.81701508,1532.387128633,340.438102464,PROPHET
Medicaid,FL,2019-09,1913.565927524,1307.757187472,993.968903575,1599.653242687,340.438102464,PROPHET
Medicaid,FL,2019-10,1294.806857877,1380.452986082,1084.988538329,1677.528501091,340.438102464,PROPHET
Medicaid,FL,2019-11,1068.09918018,1455.571977979,1148.176359033,1769.070019588,340.438102464,PROPHET
Medicaid,FL,2019-12,1693.220433884,1528.267776589,1204.777558634,1814.116476758,340.438102464,PROPHET
Medicaid,FL,2020-01,,1603.386768486,1322.163686083,1895.661589728,340.438102464,PROPHET
Medicaid,FL,2020-02,,1678.505760383,1375.003519694,1974.50112276,340.438102464,PROPHET
Medicaid,GA,2019-01,167.066541353,371.723656968,136.353102472,636.452728871,147.631392908,PROPHET
Medicaid,GA,2019-02,241.636461538,376.978714901,127.645549611,620.026698021,147.631392908,PROPHET
Medicaid,GA,2019-03,541.846259542,381.725218827,130.664986483,626.911436976,147.631392908,PROPHET
Medicaid,GA,2019-04,321.186060606,386.980276729,143.043537416,614.75126065,147.631392908,PROPHET
Medicaid,GA,2019-05,582.719453125,392.065816639,135.645827298,644.283870254,147.631392908,PROPHET
Medicaid,GA,2019-06,293.89440678,397.32087452,142.00635414,646.993043041,147.631392908,PROPHET
Medicaid,GA,2019-07,560.169072165,402.406414415,160.752916193,641.332210699,147.631392908,PROPHET
Medicaid,GA,2019-08,846.668333333,407.661472256,148.868614273,646.491807547,147.631392908,PROPHET
Medicaid,GA,2019-09,402.971034483,412.91653011,167.969150714,662.23875252,147.631392908,PROPHET
Medicaid,GA,2019-10,250.795280899,418.002069984,155.19078953,659.155672716,147.631392908,PROPHET
Medicaid,GA,2019-11,147.649456522,423.257127853,168.755581399,654.269571209,147.631392908,PROPHET
Medicaid,GA,2019-12,437.498913043,428.342667726,181.85403533,673.736149608,147.631392908,PROPHET
Medicaid,GA,2020-01,,433.597725595,197.714192581,701.418734424,147.631392908,PROPHET
Medicaid,GA,2020-02,,438.852783464,200.637341813,674.08029428,147.631392908,PROPHET
Medicaid,HI,2019-01,323.194285714,2205.600835946,728.912961867,3655.30211134,1016.650019987,PROPHET
Medicaid,HI,2019-02,5066.75,1959.438222896,555.223780501,3451.301657216,1016.650019987,PROPHET
Medicaid,HI,2019-03,2327.167142857,1737.097798167,223.022680212,3274.583406349,1016.650019987,PROPHET
Medicaid,HI,2019-04,1183.298571429,1490.935185008,8.75392784,2886.562501286,1016.650019987,PROPHET
Medicaid,HI,2019-05,949.46,1252.713301389,-250.38961559,2726.060605732,1016.650019987,PROPHET
Medicaid,HI,2019-06,33.275,1006.550688286,-342.286532401,2466.636569032,1016.650019987,PROPHET
Medicaid,HI,2019-07,55.66875,768.328804646,-696.385319194,2266.569982744,1016.650019987,PROPHET
