MONTHS,ACTIVE_MEMBERS,STATECODE,LOB
2020-11,1298,MA,Medicare
2020-11,15385,MD,Commercial
2020-11,9,MD,Medicaid
2020-11,47161,MD,Medicare
2020-11,21398,ME,Commercial
2020-11,210,ME,Medicaid
2020-11,12,ME,Medicare
2020-11,250051,MI,Commercial
2020-11,387,MI,Medicaid
2020-11,22632,MI,Medicare
2020-11,13667,MN,Commercial
2020-11,8,MN,Medicaid
2020-11,315,MN,Medicare
2020-11,60207,MO,Commercial
2020-11,2,MO,Medicaid
2020-11,17476,MO,Medicare
2020-11,11316,MS,Commercial
2020-11,1,MS,Medicaid
2020-11,518,MS,Medicare
2020-11,14641,MT,Commercial
2020-11,38,MT,Medicaid
2020-11,16,MT,Medicare
2020-11,42439,NC,Commercial
2020-11,9,NC,Medicaid
2020-11,281,NC,Medicare
2020-11,2472,ND,Commercial
2020-11,12,ND,Medicare
2020-11,6438,NE,Commercial
2020-11,1,NE,Medicaid
2020-11,2226,NE,Medicare
2020-11,12031,NH,Commercial
2020-11,140,NH,Medicaid
2020-11,4342,NH,Medicare
2020-11,119584,NJ,Commercial
2020-11,412,NJ,Medicaid
2020-11,59796,NJ,Medicare
2020-11,22653,NM,Commercial
2020-11,8,NM,Medicaid
2020-11,21763,NM,Medicare
2020-11,15145,NV,Commercial
2020-11,1,NV,Medicaid
2020-11,15845,NV,Medicare
2020-11,119552,NY,Commercial
2020-11,42,NY,Medicaid
2020-11,103537,NY,Medicare
2020-11,129666,OH,Commercial
2020-11,343,OH,Medicaid
2020-11,18829,OH,Medicare
2020-11,52067,OK,Commercial
2020-11,43,OK,Medicaid
2020-11,79,OK,Medicare
2020-11,11904,OR,Commercial
2020-11,56,OR,Medicaid
2020-11,1077,OR,Medicare
2020-11,58733,PA,Commercial
2020-11,6863,PA,Medicaid
2020-11,64445,PA,Medicare
2020-11,9749,PR,Commercial
2020-11,1,PR,Medicaid
2020-11,34,PR,Medicare
2020-11,3210,RI,Commercial
2020-11,2,RI,Medicaid
2020-11,29,RI,Medicare
2020-11,21631,SC,Commercial
2020-11,2,SC,Medicaid
2020-11,58163,SC,Medicare
2020-11,3392,SD,Commercial
2020-11,17,SD,Medicare
2020-11,31418,TN,Commercial
2020-11,84,TN,Medicaid
2020-11,29865,TN,Medicare
2020-11,394128,TX,Commercial
2020-11,204,TX,Medicaid
2020-11,178563,TX,Medicare
2020-11,9229,UT,Commercial
2020-11,2,UT,Medicaid
2020-11,114,UT,Medicare
2020-11,135943,VA,Commercial
2020-11,39,VA,Medicaid
2020-11,71500,VA,Medicare
2020-11,1257,VT,Commercial
2020-11,4,VT,Medicaid
2020-11,5,VT,Medicare
2020-11,34596,WA,Commercial
2020-11,3,WA,Medicaid
2020-11,21676,WA,Medicare
2020-11,51761,WI,Commercial
2020-11,6456,WI,Medicaid
2020-11,13921,WI,Medicare
2020-11,7143,WV,Commercial
2020-11,15930,WV,Medicare
2020-11,2372,WY,Commercial
2020-11,7,WY,Medicare
2020-11,11152,,Commercial
2020-11,1,,Medicaid
2020-11,554,,Medicare
2020-12,1460,AK,Commercial
2020-12,11,AK,Medicare
2020-12,16669,AL,Commercial
2020-12,3,AL,Medicaid
2020-12,102,AL,Medicare
2020-12,9174,AR,Commercial
2020-12,1046,AR,Medicare
2020-12,21077,AZ,Commercial
2020-12,63,AZ,Medicaid
2020-12,27307,AZ,Medicare
2020-12,286297,CA,Commercial
2020-12,17,CA,Medicaid
2020-12,245542,CA,Medicare
2020-12,43095,CO,Commercial
2020-12,216,CO,Medicaid
2020-12,19273,CO,Medicare
2020-12,38739,CT,Commercial
2020-12,2,CT,Medicaid
2020-12,1382,CT,Medicare
2020-12,1656,DC,Commercial
2020-12,4,DC,Medicaid
2020-12,3600,DC,Medicare
2020-12,3720,DE,Commercial
2020-12,4370,DE,Medicare
2020-12,201919,FL,Commercial
2020-12,208,FL,Medicaid
2020-12,204824,FL,Medicare
2020-12,127833,GA,Commercial
2020-12,6,GA,Medicaid
2020-12,61887,GA,Medicare
2020-12,524,HI,Commercial
2020-12,1957,HI,Medicare
2020-12,10702,IA,Commercial
2020-12,3,IA,Medicaid
2020-12,35842,IA,Medicare
2020-12,4698,ID,Commercial
2020-12,1,ID,Medicaid
2020-12,21,ID,Medicare
2020-12,287412,IL,Commercial
2020-12,44,IL,Medicaid
2020-12,80027,IL,Medicare
2020-12,107839,IN,Commercial
2020-12,3,IN,Medicaid
2020-12,51611,IN,Medicare
2020-12,12316,KS,Commercial
2020-12,1,KS,Medicaid
2020-12,13374,KS,Medicare
2020-12,90044,KY,Commercial
2020-12,7,KY,Medicaid
2020-12,22953,KY,Medicare
2020-12,15956,LA,Commercial
2020-12,3,LA,Medicaid
2020-12,55474,LA,Medicare
2020-12,21110,MA,Commercial
2020-12,1287,MA,Medicare
2020-12,14525,MD,Commercial
2020-12,6,MD,Medicaid
2020-12,46587,MD,Medicare
2020-12,20490,ME,Commercial
2020-12,11,ME,Medicare
2020-12,38683,MI,Commercial
2020-12,387,MI,Medicaid
2020-12,22070,MI,Medicare
2020-12,13036,MN,Commercial
2020-12,7,MN,Medicaid
2020-12,308,MN,Medicare
2020-12,56455,MO,Commercial
2020-12,1,MO,Medicaid
2020-12,10844,MO,Medicare
2020-12,10772,MS,Commercial
2020-12,1,MS,Medicaid
2020-12,500,MS,Medicare
2020-12,14443,MT,Commercial
2020-12,38,MT,Medicaid
2020-12,10,MT,Medicare
2020-12,39162,NC,Commercial
2020-12,4,NC,Medicaid
2020-12,263,NC,Medicare
2020-12,2397,ND,Commercial
2020-12,11,ND,Medicare
2020-12,5864,NE,Commercial
2020-12,1,NE,Medicaid
2020-12,1908,NE,Medicare
2020-12,10458,NH,Commercial
2020-12,4133,NH,Medicare
2020-12,102711,NJ,Commercial
2020-12,401,NJ,Medicaid
2020-12,54013,NJ,Medicare
2020-12,22352,NM,Commercial
2020-12,8,NM,Medicaid
2020-12,21507,NM,Medicare
2020-12,14623,NV,Commercial
2020-12,1,NV,Medicaid
2020-12,15415,NV,Medicare
2020-12,114437,NY,Commercial
2020-12,38,NY,Medicaid
2020-12,102779,NY,Medicare
2020-12,120565,OH,Commercial
2020-12,335,OH,Medicaid
2020-12,18035,OH,Medicare
2020-12,50636,OK,Commercial
2020-12,18,OK,Medicaid
2020-12,72,OK,Medicare
2020-12,11207,OR,Commercial
2020-12,56,OR,Medicaid
2020-12,1036,OR,Medicare
2020-12,40737,PA,Commercial
2020-12,6855,PA,Medicaid
2020-12,62857,PA,Medicare
2020-12,9677,PR,Commercial
2020-12,1,PR,Medicaid
2020-12,30,PR,Medicare
2020-12,3078,RI,Commercial
2020-12,28,RI,Medicare
2020-12,19768,SC,Commercial
2020-12,2,SC,Medicaid
2020-12,57482,SC,Medicare
2020-12,3286,SD,Commercial
2020-12,17,SD,Medicare
2020-12,25428,TN,Commercial
2020-12,84,TN,Medicaid
2020-12,28934,TN,Medicare
2020-12,381152,TX,Commercial
2020-12,180,TX,Medicaid
2020-12,173655,TX,Medicare
2020-12,8908,UT,Commercial
2020-12,2,UT,Medicaid
2020-12,107,UT,Medicare
2020-12,131894,VA,Commercial
2020-12,37,VA,Medicaid
2020-12,70405,VA,Medicare
2020-12,1104,VT,Commercial
2020-12,4,VT,Medicare
2020-12,33600,WA,Commercial
2020-12,3,WA,Medicaid
2020-12,20762,WA,Medicare
2020-12,47555,WI,Commercial
2020-12,6293,WI,Medicaid
2020-12,13508,WI,Medicare
2020-12,6868,WV,Commercial
2020-12,15338,WV,Medicare
2020-12,2327,WY,Commercial
2020-12,6,WY,Medicare
2020-12,10907,,Commercial
2020-12,1,,Medicaid
2020-12,518,,Medicare
2021-01,852,AK,Commercial
2021-01,6,AK,Medicare
2021-01,5889,AL,Commercial
2021-01,1,AL,Medicaid
2021-01,84,AL,Medicare
2021-01,4547,AR,Commercial
2021-01,886,AR,Medicare
2021-01,11528,AZ,Commercial
2021-01,57,AZ,Medicaid
2021-01,25688,AZ,Medicare
2021-01,98068,CA,Commercial
2021-01,2,CA,Medicaid
2021-01,94219,CA,Medicare
2021-01,8684,CO,Commercial
2021-01,1,CO,Medicaid
2021-01,18949,CO,Medicare
2021-01,3238,CT,Commercial
2021-01,62,CT,Medicare
2021-01,777,DC,Commercial
2021-01,2,DC,Medicaid
2021-01,2908,DC,Medicare
2021-01,1595,DE,Commercial
2021-01,4055,DE,Medicare
2021-01,176180,FL,Commercial
2021-01,181,FL,Medicaid
2021-01,139182,FL,Medicare
2021-01,14681,GA,Commercial
2021-01,1,GA,Medicaid
2021-01,58496,GA,Medicare
2021-01,280,HI,Commercial
2021-01,1546,HI,Medicare
2021-01,5733,IA,Commercial
2021-01,29099,IA,Medicare
2021-01,2261,ID,Commercial
2021-01,1,ID,Medicaid
2021-01,15,ID,Medicare
2021-01,241435,IL,Commercial
2021-01,77172,IL,Medicare
2021-01,25130,IN,Commercial
2021-01,2,IN,Medicaid
2021-01,48940,IN,Medicare
2021-01,6037,KS,Commercial
2021-01,12647,KS,Medicare
2021-01,10319,KY,Commercial
2021-01,4801,KY,Medicare
2021-01,9442,LA,Commercial
2021-01,3,LA,Medicaid
2021-01,51553,LA,Medicare
2021-01,9160,MA,Commercial
2021-01,135,MA,Medicare
2021-01,6749,MD,Commercial
2021-01,14751,MD,Medicare
2021-01,1137,ME,Commercial
2021-01,10,ME,Medicare
2021-01,16023,MI,Commercial
2021-01,17524,MI,Medicare
2021-01,6657,MN,Commercial
2021-01,51,MN,Medicare
2021-01,17144,MO,Commercial
2021-01,10418,MO,Medicare
2021-01,4317,MS,Commercial
2021-01,465,MS,Medicare
2021-01,12768,MT,Commercial
2021-01,31,MT,Medicaid
2021-01,8,MT,Medicare
2021-01,13275,NC,Commercial
2021-01,216,NC,Medicare
2021-01,1614,ND,Commercial
2021-01,6,ND,Medicare
2021-01,3545,NE,Commercial
2021-01,1680,NE,Medicare
2021-01,1631,NH,Commercial
2021-01,3683,NH,Medicare
2021-01,69694,NJ,Commercial
2021-01,369,NJ,Medicaid
2021-01,51447,NJ,Medicare
2021-01,18887,NM,Commercial
2021-01,1,NM,Medicaid
2021-01,21045,NM,Medicare
2021-01,3555,NV,Commercial
2021-01,1,NV,Medicaid
2021-01,14303,NV,Medicare
2021-01,40064,NY,Commercial
2021-01,1,NY,Medicaid
2021-01,72329,NY,Medicare
2021-01,24888,OH,Commercial
2021-01,289,OH,Medicaid
2021-01,17302,OH,Medicare
2021-01,41595,OK,Commercial
2021-01,17,OK,Medicaid
2021-01,60,OK,Medicare
2021-01,4639,OR,Commercial
2021-01,55,OR,Medicaid
2021-01,927,OR,Medicare
2021-01,23655,PA,Commercial
2021-01,123,PA,Medicaid
2021-01,60171,PA,Medicare
2021-01,3958,PR,Commercial
2021-01,24,PR,Medicare
2021-01,1001,RI,Commercial
2021-01,20,RI,Medicare
2021-01,8214,SC,Commercial
2021-01,2,SC,Medicaid
2021-01,43020,SC,Medicare
2021-01,1531,SD,Commercial
2021-01,14,SD,Medicare
2021-01,10992,TN,Commercial
2021-01,83,TN,Medicaid
2021-01,27627,TN,Medicare
2021-01,315085,TX,Commercial
2021-01,168,TX,Medicaid
2021-01,157857,TX,Medicare
2021-01,4553,UT,Commercial
2021-01,81,UT,Medicare
2021-01,20475,VA,Commercial
2021-01,34,VA,Medicaid
2021-01,68325,VA,Medicare
2021-01,360,VT,Commercial
2021-01,4,VT,Medicare
2021-01,11680,WA,Commercial
2021-01,1,WA,Medicaid
2021-01,19822,WA,Medicare
2021-01,18690,WI,Commercial
2021-01,10588,WI,Medicare
2021-01,1996,WV,Commercial
2021-01,14351,WV,Medicare
2021-01,1466,WY,Commercial
2021-01,3,WY,Medicare
2021-01,10184,,Commercial
2021-01,1,,Medicaid
2021-01,457,,Medicare
2021-02,825,AK,Commercial
2021-02,5,AK,Medicare
2021-02,5523,AL,Commercial
2021-02,1,AL,Medicaid
2021-02,74,AL,Medicare
2021-02,4377,AR,Commercial
2021-02,853,AR,Medicare
2021-02,10996,AZ,Commercial
2021-02,57,AZ,Medicaid
2021-02,25204,AZ,Medicare
2021-02,91244,CA,Commercial
2021-02,2,CA,Medicaid
2021-02,92668,CA,Medicare
2021-02,8295,CO,Commercial
2021-02,1,CO,Medicaid
2021-02,18847,CO,Medicare
2021-02,2726,CT,Commercial
2021-02,56,CT,Medicare
2021-02,724,DC,Commercial
2021-02,2846,DC,Medicare
2021-02,1230,DE,Commercial
2021-02,3894,DE,Medicare
2021-02,172399,FL,Commercial
2021-02,180,FL,Medicaid
2021-02,111044,FL,Medicare
2021-02,13471,GA,Commercial
2021-02,1,GA,Medicaid
2021-02,43567,GA,Medicare
2021-02,264,HI,Commercial
2021-02,2,HI,Medicare
2021-02,5577,IA,Commercial
2021-02,28720,IA,Medicare
2021-02,2194,ID,Commercial
2021-02,1,ID,Medicaid
2021-02,8,ID,Medicare
2021-02,237918,IL,Commercial
2021-02,75755,IL,Medicare
2021-02,18421,IN,Commercial
2021-02,1,IN,Medicaid
2021-02,48389,IN,Medicare
2021-02,5594,KS,Commercial
2021-02,12464,KS,Medicare
2021-02,7728,KY,Commercial
2021-02,4699,KY,Medicare
2021-02,9200,LA,Commercial
2021-02,3,LA,Medicaid
2021-02,50429,LA,Medicare
2021-02,7721,MA,Commercial
2021-02,128,MA,Medicare
2021-02,6260,MD,Commercial
2021-02,8913,MD,Medicare
2021-02,1062,ME,Commercial
2021-02,6,ME,Medicare
2021-02,12777,MI,Commercial
2021-02,17080,MI,Medicare
2021-02,6409,MN,Commercial
2021-02,42,MN,Medicare
2021-02,10272,MO,Commercial
2021-02,10094,MO,Medicare
2021-02,4170,MS,Commercial
2021-02,458,MS,Medicare
2021-02,12614,MT,Commercial
2021-02,31,MT,Medicaid
2021-02,5,MT,Medicare
2021-02,11952,NC,Commercial
2021-02,190,NC,Medicare
2021-02,1586,ND,Commercial
2021-02,6,ND,Medicare
2021-02,3388,NE,Commercial
2021-02,1619,NE,Medicare
2021-02,1298,NH,Commercial
2021-02,3566,NH,Medicare
2021-02,6962,NJ,Commercial
2021-02,368,NJ,Medicaid
2021-02,17699,NJ,Medicare
2021-02,18605,NM,Commercial
2021-02,1,NM,Medicaid
2021-02,20787,NM,Medicare
2021-02,3422,NV,Commercial
2021-02,1,NV,Medicaid
2021-02,14062,NV,Medicare
2021-02,32490,NY,Commercial
2021-02,1,NY,Medicaid
2021-02,70032,NY,Medicare
2021-02,16058,OH,Commercial
2021-02,287,OH,Medicaid
2021-02,16875,OH,Medicare
2021-02,40985,OK,Commercial
2021-02,17,OK,Medicaid
2021-02,58,OK,Medicare
2021-02,4446,OR,Commercial
2021-02,55,OR,Medicaid
2021-02,419,OR,Medicare
2021-02,14157,PA,Commercial
2021-02,121,PA,Medicaid
2021-02,57004,PA,Medicare
2021-02,3869,PR,Commercial
2021-02,23,PR,Medicare
2021-02,900,RI,Commercial
2021-02,17,RI,Medicare
2021-02,7669,SC,Commercial
2021-02,2,SC,Medicaid
2021-02,38934,SC,Medicare
2021-02,1485,SD,Commercial
2021-02,13,SD,Medicare
2021-02,9599,TN,Commercial
2021-02,83,TN,Medicaid
2021-02,26859,TN,Medicare
2021-02,305131,TX,Commercial
2021-02,163,TX,Medicaid
2021-02,154986,TX,Medicare
2021-02,4389,UT,Commercial
2021-02,78,UT,Medicare
2021-02,19596,VA,Commercial
2021-02,34,VA,Medicaid
2021-02,67573,VA,Medicare
2021-02,316,VT,Commercial
2021-02,4,VT,Medicare
2021-02,11344,WA,Commercial
2021-02,1,WA,Medicaid
2021-02,19402,WA,Medicare
2021-02,16845,WI,Commercial
2021-02,10006,WI,Medicare
2021-02,1849,WV,Commercial
2021-02,14147,WV,Medicare
2021-02,1441,WY,Commercial
2021-02,3,WY,Medicare
2021-02,10026,,Commercial
2021-02,1,,Medicaid
2021-02,429,,Medicare
2021-03,822,AK,Commercial
2021-03,5,AK,Medicare
2021-03,5496,AL,Commercial
2021-03,1,AL,Medicaid
2021-03,73,AL,Medicare
2021-03,4334,AR,Commercial
2021-03,847,AR,Medicare
2021-03,10538,AZ,Commercial
2021-03,57,AZ,Medicaid
2021-03,25125,AZ,Medicare
2021-03,91113,CA,Commercial
2021-03,2,CA,Medicaid
2021-03,91354,CA,Medicare
2021-03,8241,CO,Commercial
2021-03,1,CO,Medicaid
2021-03,18779,CO,Medicare
2021-03,2705,CT,Commercial
2021-03,51,CT,Medicare
2021-03,716,DC,Commercial
2021-03,2794,DC,Medicare
2021-03,1219,DE,Commercial
2021-03,3588,DE,Medicare
2021-03,172174,FL,Commercial
2021-03,180,FL,Medicaid
2021-03,84381,FL,Medicare
2021-03,13152,GA,Commercial
2021-03,1,GA,Medicaid
2021-03,43538,GA,Medicare
2021-03,260,HI,Commercial
2021-03,2,HI,Medicare
2021-03,5556,IA,Commercial
2021-03,28662,IA,Medicare
2021-03,2183,ID,Commercial
2021-03,1,ID,Medicaid
2021-03,6,ID,Medicare
2021-03,236570,IL,Commercial
2021-03,75498,IL,Medicare
2021-03,18324,IN,Commercial
2021-03,1,IN,Medicaid
2021-03,48281,IN,Medicare
2021-03,5572,KS,Commercial
2021-03,12454,KS,Medicare
2021-03,7697,KY,Commercial
2021-03,4648,KY,Medicare
2021-03,9128,LA,Commercial
2021-03,3,LA,Medicaid
2021-03,50055,LA,Medicare
2021-03,7688,MA,Commercial
2021-03,123,MA,Medicare
2021-03,6227,MD,Commercial
2021-03,8898,MD,Medicare
2021-03,1058,ME,Commercial
2021-03,6,ME,Medicare
2021-03,11903,MI,Commercial
2021-03,14531,MI,Medicare
2021-03,6372,MN,Commercial
2021-03,41,MN,Medicare
2021-03,10210,MO,Commercial
2021-03,9985,MO,Medicare
2021-03,4141,MS,Commercial
2021-03,452,MS,Medicare
2021-03,12560,MT,Commercial
2021-03,30,MT,Medicaid
2021-03,5,MT,Medicare
2021-03,11883,NC,Commercial
2021-03,185,NC,Medicare
2021-03,1579,ND,Commercial
2021-03,6,ND,Medicare
2021-03,3374,NE,Commercial
2021-03,1615,NE,Medicare
2021-03,1285,NH,Commercial
2021-03,3492,NH,Medicare
2021-03,6917,NJ,Commercial
2021-03,368,NJ,Medicaid
2021-03,17646,NJ,Medicare
2021-03,18515,NM,Commercial
2021-03,1,NM,Medicaid
2021-03,20605,NM,Medicare
2021-03,3405,NV,Commercial
2021-03,1,NV,Medicaid
2021-03,13817,NV,Medicare
2021-03,16574,NY,Commercial
2021-03,1,NY,Medicaid
2021-03,35065,NY,Medicare
2021-03,15990,OH,Commercial
2021-03,287,OH,Medicaid
2021-03,16638,OH,Medicare
2021-03,40690,OK,Commercial
2021-03,17,OK,Medicaid
2021-03,56,OK,Medicare
2021-03,4425,OR,Commercial
2021-03,55,OR,Medicaid
2021-03,412,OR,Medicare
2021-03,13939,PA,Commercial
2021-03,2,PA,Medicaid
2021-03,56279,PA,Medicare
2021-03,116,PR,Commercial
2021-03,20,PR,Medicare
2021-03,899,RI,Commercial
2021-03,16,RI,Medicare
2021-03,7187,SC,Commercial
2021-03,2,SC,Medicaid
2021-03,38568,SC,Medicare
2021-03,1478,SD,Commercial
2021-03,13,SD,Medicare
2021-03,9542,TN,Commercial
2021-03,83,TN,Medicaid
2021-03,26593,TN,Medicare
2021-03,302880,TX,Commercial
2021-03,163,TX,Medicaid
2021-03,153804,TX,Medicare
2021-03,4367,UT,Commercial
2021-03,78,UT,Medicare
2021-03,19533,VA,Commercial
2021-03,34,VA,Medicaid
2021-03,67188,VA,Medicare
2021-03,285,VT,Commercial
2021-03,4,VT,Medicare
2021-03,11299,WA,Commercial
2021-03,1,WA,Medicaid
2021-03,19047,WA,Medicare
2021-03,10471,WI,Commercial
2021-03,9919,WI,Medicare
2021-03,1840,WV,Commercial
2021-03,13975,WV,Medicare
2021-03,1418,WY,Commercial
2021-03,3,WY,Medicare
2021-03,10015,,Commercial
2021-03,1,,Medicaid
2021-03,412,,Medicare
2021-04,819,AK,Commercial
2021-04,5,AK,Medicare
2021-04,5495,AL,Commercial
2021-04,1,AL,Medicaid
2021-04,73,AL,Medicare
2021-04,4331,AR,Commercial
2021-04,846,AR,Medicare
2021-04,10533,AZ,Commercial
2021-04,57,AZ,Medicaid
2021-04,25117,AZ,Medicare
2021-04,91100,CA,Commercial
2021-04,2,CA,Medicaid
2021-04,91353,CA,Medicare
2021-04,8234,CO,Commercial
2021-04,1,CO,Medicaid
2021-04,18778,CO,Medicare
2021-04,2704,CT,Commercial
2021-04,51,CT,Medicare
2021-04,706,DC,Commercial
2021-04,2763,DC,Medicare
2021-04,1216,DE,Commercial
2021-04,3585,DE,Medicare
2021-04,172161,FL,Commercial
2021-04,180,FL,Medicaid
2021-04,84376,FL,Medicare
2021-04,13151,GA,Commercial
2021-04,1,GA,Medicaid
2021-04,43536,GA,Medicare
2021-04,259,HI,Commercial
2021-04,2,HI,Medicare
2021-04,5552,IA,Commercial
2021-04,28662,IA,Medicare
2021-04,2179,ID,Commercial
2021-04,1,ID,Medicaid
2021-04,6,ID,Medicare
2021-04,236021,IL,Commercial
2021-04,75430,IL,Medicare
2021-04,18292,IN,Commercial
2021-04,1,IN,Medicaid
2021-04,48255,IN,Medicare
2021-04,5568,KS,Commercial
2021-04,12454,KS,Medicare
2021-04,7692,KY,Commercial
2021-04,4338,KY,Medicare
2021-04,9124,LA,Commercial
2021-04,3,LA,Medicaid
2021-04,50051,LA,Medicare
2021-04,7681,MA,Commercial
2021-04,123,MA,Medicare
2021-04,6217,MD,Commercial
2021-04,8896,MD,Medicare
2021-04,1058,ME,Commercial
2021-04,6,ME,Medicare
2021-04,11727,MI,Commercial
2021-04,14512,MI,Medicare
2021-04,6366,MN,Commercial
2021-04,41,MN,Medicare
2021-04,10200,MO,Commercial
2021-04,9982,MO,Medicare
2021-04,4137,MS,Commercial
2021-04,451,MS,Medicare
2021-04,12547,MT,Commercial
2021-04,28,MT,Medicaid
2021-04,5,MT,Medicare
2021-04,11879,NC,Commercial
2021-04,183,NC,Medicare
2021-04,1577,ND,Commercial
2021-04,6,ND,Medicare
2021-04,3371,NE,Commercial
2021-04,1615,NE,Medicare
2021-04,1284,NH,Commercial
2021-04,3489,NH,Medicare
2021-04,6914,NJ,Commercial
2021-04,368,NJ,Medicaid
2021-04,17646,NJ,Medicare
2021-04,18495,NM,Commercial
2021-04,1,NM,Medicaid
2021-04,20584,NM,Medicare
2021-04,3402,NV,Commercial
2021-04,1,NV,Medicaid
2021-04,13817,NV,Medicare
2021-04,16565,NY,Commercial
2021-04,1,NY,Medicaid
2021-04,35055,NY,Medicare
2021-04,15978,OH,Commercial
2021-04,287,OH,Medicaid
2021-04,16627,OH,Medicare
2021-04,40625,OK,Commercial
2021-04,17,OK,Medicaid
2021-04,56,OK,Medicare
2021-04,4417,OR,Commercial
2021-04,55,OR,Medicaid
2021-04,411,OR,Medicare
2021-04,13919,PA,Commercial
2021-04,2,PA,Medicaid
2021-04,56185,PA,Medicare
2021-04,116,PR,Commercial
2021-04,20,PR,Medicare
2021-04,899,RI,Commercial
2021-04,16,RI,Medicare
2021-04,6823,SC,Commercial
2021-04,2,SC,Medicaid
2021-04,38540,SC,Medicare
2021-04,1477,SD,Commercial
2021-04,13,SD,Medicare
2021-04,9539,TN,Commercial
2021-04,83,TN,Medicaid
2021-04,26379,TN,Medicare
2021-04,302659,TX,Commercial
2021-04,163,TX,Medicaid
2021-04,153799,TX,Medicare
2021-04,4364,UT,Commercial
2021-04,78,UT,Medicare
2021-04,19517,VA,Commercial
2021-04,34,VA,Medicaid
2021-04,67187,VA,Medicare
2021-04,285,VT,Commercial
2021-04,4,VT,Medicare
2021-04,11294,WA,Commercial
2021-04,1,WA,Medicaid
2021-04,19020,WA,Medicare
2021-04,10461,WI,Commercial
2021-04,9918,WI,Medicare
2021-04,1840,WV,Commercial
2021-04,13975,WV,Medicare
2021-04,1418,WY,Commercial
2021-04,3,WY,Medicare
2021-04,10015,,Commercial
2021-04,1,,Medicaid
2021-04,412,,Medicare
2021-05,819,AK,Commercial
2021-05,5,AK,Medicare
2021-05,5495,AL,Commercial
2021-05,1,AL,Medicaid
2021-05,73,AL,Medicare
2021-05,4331,AR,Commercial
2021-05,846,AR,Medicare
2021-05,10530,AZ,Commercial
2021-05,57,AZ,Medicaid
2021-05,25110,AZ,Medicare
2021-05,91099,CA,Commercial
2021-05,2,CA,Medicaid
2021-05,91353,CA,Medicare
2021-05,8233,CO,Commercial
2021-05,1,CO,Medicaid
2021-05,18778,CO,Medicare
2021-05,2704,CT,Commercial
2021-05,51,CT,Medicare
2021-05,706,DC,Commercial
2021-05,2734,DC,Medicare
2021-05,1216,DE,Commercial
2021-05,3579,DE,Medicare
2021-05,172159,FL,Commercial
2021-05,180,FL,Medicaid
2021-05,84375,FL,Medicare
2021-05,13149,GA,Commercial
2021-05,1,GA,Medicaid
2021-05,43535,GA,Medicare
2021-05,259,HI,Commercial
2021-05,2,HI,Medicare
2021-05,5552,IA,Commercial
2021-05,28662,IA,Medicare
2021-05,2179,ID,Commercial
2021-05,1,ID,Medicaid
2021-05,6,ID,Medicare
2021-05,235995,IL,Commercial
2021-05,75429,IL,Medicare
2021-05,18289,IN,Commercial
2021-05,1,IN,Medicaid
2021-05,48240,IN,Medicare
2021-05,5568,KS,Commercial
2021-05,12454,KS,Medicare
2021-05,7691,KY,Commercial
2021-05,4336,KY,Medicare
2021-05,9123,LA,Commercial
2021-05,3,LA,Medicaid
2021-05,50051,LA,Medicare
2021-05,7681,MA,Commercial
2021-05,123,MA,Medicare
2021-05,6216,MD,Commercial
2021-05,8896,MD,Medicare
2021-05,1058,ME,Commercial
2021-05,6,ME,Medicare
2021-05,11727,MI,Commercial
2021-05,14509,MI,Medicare
2021-05,6365,MN,Commercial
2021-05,41,MN,Medicare
2021-05,10195,MO,Commercial
2021-05,9982,MO,Medicare
2021-05,4135,MS,Commercial
2021-05,451,MS,Medicare
2021-05,12543,MT,Commercial
2021-05,28,MT,Medicaid
2021-05,5,MT,Medicare
2021-05,11879,NC,Commercial
2021-05,183,NC,Medicare
2021-05,1577,ND,Commercial
2021-05,6,ND,Medicare
2021-05,3371,NE,Commercial
2021-05,1615,NE,Medicare
2021-05,1283,NH,Commercial
2021-05,3489,NH,Medicare
2021-05,6912,NJ,Commercial
2021-05,368,NJ,Medicaid
2021-05,17646,NJ,Medicare
2021-05,18489,NM,Commercial
2021-05,1,NM,Medicaid
2021-05,20584,NM,Medicare
2021-05,3401,NV,Commercial
2021-05,1,NV,Medicaid
2021-05,13817,NV,Medicare
2021-05,16562,NY,Commercial
2021-05,1,NY,Medicaid
2021-05,35052,NY,Medicare
2021-05,15972,OH,Commercial
2021-05,287,OH,Medicaid
2021-05,16624,OH,Medicare
2021-05,40615,OK,Commercial
2021-05,17,OK,Medicaid
2021-05,56,OK,Medicare
2021-05,4415,OR,Commercial
2021-05,55,OR,Medicaid
2021-05,401,OR,Medicare
2021-05,13916,PA,Commercial
2021-05,2,PA,Medicaid
2021-05,56165,PA,Medicare
2021-05,116,PR,Commercial
2021-05,20,PR,Medicare
2021-05,899,RI,Commercial
2021-05,16,RI,Medicare
2021-05,6823,SC,Commercial
2021-05,2,SC,Medicaid
2021-05,38522,SC,Medicare
2021-05,1477,SD,Commercial
2021-05,13,SD,Medicare
2021-05,9538,TN,Commercial
2021-05,83,TN,Medicaid
2021-05,26072,TN,Medicare
2021-05,302599,TX,Commercial
2021-05,163,TX,Medicaid
2021-05,153797,TX,Medicare
2021-05,4362,UT,Commercial
2021-05,77,UT,Medicare
2021-05,19517,VA,Commercial
2021-05,34,VA,Medicaid
2021-05,67187,VA,Medicare
2021-05,285,VT,Commercial
2021-05,4,VT,Medicare
2021-05,11293,WA,Commercial
2021-05,1,WA,Medicaid
